Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.167742,3.180645,2.080645,3.13871,3.174194,2.819355,19639.98,21851.91,1399.206,15957.19,20689.25,4809.933,zero
17,3.158064,3.2,2.048387,3.067742,3.235484,2.874193,18244.99,26240.03,1342.01,10830.83,41123.04,5534.999,zero
34,3.225806,3.209677,2.003226,3.074193,3.180645,2.832258,35652.21,29139.31,1266.716,11163.71,21851.91,4965.241,zero
51,3.193548,3.141935,2.012903,3.106452,3.245161,2.822581,24600.02,16299.58,1282.406,13161,48524.75,4847.973,zero
68,3.183871,3.212903,2.048387,3.077419,3.248387,2.86129,22481.69,30248.92,1342.01,11337.39,51608.8,5348.087,zero
85,3.16129,3.151613,2.045161,3.132258,3.190323,2.845161,18688.36,17416.07,1336.452,15311.92,23852.38,5129.361,zero
102,3.187097,3.164516,2.080645,3.132258,3.248387,2.822581,23147.45,19152.84,1399.206,15311.92,51608.8,4847.973,zero
119,3.190323,3.141935,2.051613,3.064516,3.183871,2.851613,23852.38,16299.58,1347.597,10671.23,22481.69,5214.963,zero
136,3.2,3.141935,2.083871,3.096774,3.193548,2.877419,26240.03,16299.58,1405.093,12495.24,24600.02,5583.51,zero
153,3.193548,3.212903,2.048387,3.1,3.2,2.903226,24600.02,30248.92,1342.01,12710,26240.03,5999.998,zero
169,3.170968,3.13871,2.058064,3.080645,3.203226,2.880645,20151.48,15957.19,1358.857,11516.17,27142.03,5632.768,zero
186,3.190323,3.158064,2.06129,3.058064,3.2,2.845161,23852.38,18244.99,1364.531,10364.8,26240.03,5129.361,zero
203,3.174194,3.158064,2.035484,3.077419,3.206452,3.06129,20689.25,18244.99,1319.949,11337.39,28106.23,10515.95,zero
220,3.206452,3.145161,2.022581,3.093548,3.209677,3.109677,28106.23,16656.24,1298.333,12287.18,29139.31,13397.96,zero
237,3.187097,3.151613,1.896774,3.112903,3.190323,3.087097,23147.45,17416.07,1108.414,13643.1,23852.38,11890,zero
254,3.16129,3.2,1.954839,3.135484,3.193548,3.06129,18688.36,26240.03,1191.655,15628.23,24600.02,10515.95,zero
271,3.177419,3.209677,1.919355,3.116129,3.206452,3.129032,21255.28,29139.31,1139.953,13896.84,28106.23,15007.54,zero
