Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.219355,3.193548,3.177419,3.006452,3.2,3.103226,32734.43,24600.02,21255.28,8398.242,26240.03,12931.8,zero
17,3.212903,3.158064,3.170968,3.029032,3.180645,3.064516,30248.92,18244.99,20151.48,9166.429,21851.91,10671.23,zero
33,3.212903,3.16129,3.229032,3.029032,3.180645,3.087097,30248.92,18688.36,37310.04,9166.429,21851.91,11890,zero
50,3.190323,3.148387,3.193548,3.032258,3.190323,3.077419,23852.38,17028.07,24600.02,9286.748,23852.38,11337.39,zero
67,3.193548,3.196774,3.154839,2.987097,3.229032,3.067742,24600.02,25394.4,17821.32,7828.042,37310.04,10830.83,zero
84,3.187097,3.16129,3.170968,2.993548,3.177419,3.106452,23147.45,18688.36,20151.48,8010.107,21255.28,13161,zero
101,3.145161,3.151613,3.183871,2.977419,3.196774,3.083871,16656.24,17416.07,22481.69,7568.602,25394.4,11700.3,zero
118,3.177419,3.167742,3.174194,3.006452,3.245161,3.064516,21255.28,19639.98,20689.25,8398.242,48524.75,10671.23,zero
135,3.158064,3.212903,3.174194,2.983871,3.212903,3.077419,18244.99,30248.92,20689.25,7739.797,30248.92,11337.39,zero
152,3.219355,3.183871,3.183871,3.003226,3.232258,3.109677,32734.43,22481.69,22481.69,8298.045,39125.75,13397.96,zero
169,3.2,3.219355,3.177419,2.951613,3.229032,3.067742,26240.03,32734.43,21255.28,6947.224,37310.04,10830.83,zero
185,3.187097,3.151613,3.187097,2.974194,3.187097,3.083871,23147.45,17416.07,23147.45,7485.546,23147.45,11700.3,zero
202,3.170968,3.187097,3.158064,2.993548,3.212903,3.054839,20151.48,23147.45,18244.99,8010.107,30248.92,10217.63,zero
219,3.148387,3.167742,3.174194,3.006452,3.235484,3.045161,17028.07,19639.98,20689.25,8398.242,41123.04,9798.481,zero
236,3.167742,3.180645,3.196774,2.948387,3.16129,3.045161,19639.98,21851.91,25394.4,6875.965,18688.36,9798.481,zero
253,3.225806,3.170968,3.154839,2.958065,3.232258,3.074193,35652.21,20151.48,17821.32,7093.775,39125.75,11163.71,zero
270,3.177419,3.196774,3.180645,2.954839,3.164516,3.06129,21255.28,25394.4,21851.91,7019.815,19152.84,10515.95,zero
287,3.190323,3.196774,3.170968,3.012903,3.209677,3.109677,23852.38,25394.4,20151.48,8605.394,29139.31,13397.96,zero
304,3.212903,3.154839,3.183871,2.990323,3.193548,3.064516,30248.92,17821.32,22481.69,7918.126,24600.02,10671.23,zero
321,3.187097,3.154839,3.141935,3.019355,3.216129,3.093548,23147.45,17821.32,16299.58,8822.07,31443.88,12287.18,zero
338,3.158064,3.222581,3.232258,3.019355,3.164516,3.054839,18244.99,34132.53,39125.75,8822.07,19152.84,10217.63,zero
355,3.151613,3.2,3.170968,3.012903,3.177419,3.119355,17416.07,26240.03,20151.48,8605.394,21255.28,14159.64,zero
371,3.193548,3.167742,3.164516,3.009677,3.209677,3.032258,24600.02,19639.98,19152.84,8500.668,29139.31,9286.748,zero
388,3.190323,3.158064,3.235484,3.016129,3.222581,3.045161,23852.38,18244.99,41123.04,8712.501,34132.53,9798.481,zero
405,3.180645,3.2,3.16129,2.948387,3.222581,3.032258,21851.91,26240.03,18688.36,6875.965,34132.53,9286.748,zero
