Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.23871,3.190323,3.212903,2.974194,3.274194,3.103226,43330.57,23852.38,30248.92,7485.546,104037.6,12931.8,zero
17,3.23871,3.225806,3.206452,2.906451,3.203226,3.141935,43330.57,35652.21,28106.23,6055.899,27142.03,16299.58,zero
35,3.232258,3.190323,3.203226,2.93871,3.206452,3.106452,39125.75,23852.38,27142.03,6669.824,28106.23,13161,zero
52,3.241935,3.187097,3.209677,2.909677,3.241935,3.106452,45783.38,23147.45,29139.31,6112.726,45783.38,13161,zero
69,3.254839,3.251613,3.222581,2.893548,3.245161,3.170968,59098.63,55104.05,34132.53,5837.618,48524.75,20151.48,zero
86,3.248387,3.216129,3.248387,2.916129,3.2,3.158064,51608.8,31443.88,51608.8,6229.241,26240.03,18244.99,zero
103,3.2,3.245161,3.203226,2.974194,3.258065,3.119355,26240.03,48524.75,27142.03,7485.546,63707.75,14159.64,zero
120,3.248387,3.241935,3.212903,2.970968,3.225806,3.148387,51608.8,45783.38,30248.92,7404.12,35652.21,17028.07,zero
138,3.212903,3.219355,3.2,2.935484,3.203226,3.119355,30248.92,32734.43,26240.03,6603.542,27142.03,14159.64,zero
155,3.180645,3.209677,3.212903,2.964516,3.203226,3.154839,21851.91,29139.31,30248.92,7245.964,27142.03,17821.32,zero
172,3.258065,3.241935,3.241935,2.964516,3.196774,3.087097,63707.75,45783.38,45783.38,7245.964,25394.4,11890,zero
189,3.180645,3.203226,3.2,2.906451,3.206452,3.006452,21851.91,27142.03,26240.03,6055.899,28106.23,8398.242,zero
206,3.219355,3.206452,3.248387,2.941936,3.26129,3.093548,32734.43,28106.23,51608.8,6737.299,69085.06,12287.18,zero
223,3.2,3.212903,3.2,2.916129,3.2,3.096774,26240.03,30248.92,26240.03,6229.241,26240.03,12495.24,zero
241,3.229032,3.183871,3.196774,2.958065,3.206452,3.090322,37310.04,22481.69,25394.4,7093.775,28106.23,12085.54,zero
257,3.219355,3.2,3.232258,2.964516,3.264516,3.058064,32734.43,26240.03,39125.75,7245.964,75440.07,10364.8,zero
274,3.2,3.219355,3.219355,2.9,3.264516,3.074193,26240.03,32734.43,32734.43,5944.999,75440.07,11163.71,zero
291,3.245161,3.264516,3.219355,2.909677,3.203226,3.16129,48524.75,75440.07,32734.43,6112.726,27142.03,18688.36,zero
308,3.203226,3.222581,3.216129,2.903226,3.216129,3.135484,27142.03,34132.53,31443.88,5999.998,31443.88,15628.23,zero
325,3.254839,3.254839,3.193548,2.970968,3.264516,3.164516,59098.63,59098.63,24600.02,7404.12,75440.07,19152.84,zero
342,3.203226,3.258065,3.235484,2.93871,3.23871,3.187097,27142.03,63707.75,41123.04,6669.824,43330.57,23147.45,zero
359,3.23871,3.241935,3.270968,2.948387,3.248387,3.183871,43330.57,45783.38,92386.75,6875.965,51608.8,22481.69,zero
376,3.245161,3.193548,3.203226,2.964516,3.219355,3.141935,48524.75,24600.02,27142.03,7245.964,32734.43,16299.58,zero
393,3.193548,3.196774,3.209677,2.903226,3.258065,3.141935,24600.02,25394.4,29139.31,5999.998,63707.75,16299.58,zero
409,3.241935,3.2,3.254839,2.912903,3.241935,3.187097,45783.38,26240.03,59098.63,6170.498,45783.38,23147.45,zero
426,3.196774,3.209677,3.209677,2.906451,3.225806,3.193548,25394.4,29139.31,29139.31,6055.899,35652.21,24600.02,zero
443,3.232258,3.225806,3.196774,2.932258,3.216129,3.151613,39125.75,35652.21,25394.4,6538.423,31443.88,17416.07,zero
460,3.196774,3.196774,3.209677,2.9,3.23871,3.13871,25394.4,25394.4,29139.31,5944.999,43330.57,15957.19,zero
477,3.241935,3.203226,3.196774,2.941936,3.225806,3.13871,45783.38,27142.03,25394.4,6737.299,35652.21,15957.19,zero
494,3.193548,3.206452,3.2,2.932258,3.222581,3.196774,24600.02,28106.23,26240.03,6538.423,34132.53,25394.4,zero
511,3.206452,3.219355,3.23871,2.948387,3.248387,3.154839,28106.23,32734.43,43330.57,6875.965,51608.8,17821.32,zero
528,3.203226,3.254839,3.235484,2.93871,3.2,3.177419,27142.03,59098.63,41123.04,6669.824,26240.03,21255.28,zero
545,3.209677,3.235484,3.209677,2.925807,3.267742,3.190323,29139.31,41123.04,29139.31,6411.554,83066.08,23852.38,zero
562,3.187097,3.206452,3.193548,2.96129,3.26129,3.222581,23147.45,28106.23,24600.02,7169.145,69085.06,34132.53,zero
579,3.23871,3.183871,3.206452,2.893548,3.23871,3.216129,43330.57,22481.69,28106.23,5837.618,43330.57,31443.88,zero
595,3.212903,3.241935,3.212903,2.925807,3.222581,3.167742,30248.92,45783.38,30248.92,6411.554,34132.53,19639.98,zero
612,3.229032,3.222581,3.206452,2.964516,3.23871,3.187097,37310.04,34132.53,28106.23,7245.964,43330.57,23147.45,zero
629,3.219355,3.225806,3.212903,2.935484,3.251613,3.158064,32734.43,35652.21,30248.92,6603.542,55104.05,18244.99,zero
646,3.219355,3.232258,3.248387,2.93871,3.267742,3.164516,32734.43,39125.75,51608.8,6669.824,83066.08,19152.84,zero
663,3.222581,3.187097,3.203226,2.909677,3.26129,3.151613,34132.53,23147.45,27142.03,6112.726,69085.06,17416.07,zero
680,3.222581,3.225806,3.203226,2.903226,3.206452,3.183871,34132.53,35652.21,27142.03,5999.998,28106.23,22481.69,zero
697,3.209677,3.254839,3.274194,2.912903,3.206452,3.16129,29139.31,59098.63,104037.6,6170.498,28106.23,18688.36,zero
713,3.206452,3.2,3.23871,2.93871,3.274194,3.164516,28106.23,26240.03,43330.57,6669.824,104037.6,19152.84,zero
730,3.187097,3.254839,3.267742,2.922581,3.267742,3.167742,23147.45,59098.63,83066.08,6349.746,83066.08,19639.98,zero
747,3.209677,3.264516,3.2,2.909677,3.206452,3.222581,29139.31,75440.07,26240.03,6112.726,28106.23,34132.53,zero
764,3.203226,3.209677,3.225806,2.919355,3.212903,3.151613,27142.03,29139.31,35652.21,6288.985,30248.92,17416.07,zero
781,3.235484,3.254839,3.206452,2.980645,3.274194,3.164516,41123.04,59098.63,28106.23,7653.334,104037.6,19152.84,zero
798,3.206452,3.203226,3.26129,2.958065,3.245161,3.216129,28106.23,27142.03,69085.06,7093.775,48524.75,31443.88,zero
815,3.187097,3.222581,3.216129,2.954839,3.206452,3.154839,23147.45,34132.53,31443.88,7019.815,28106.23,17821.32,zero
832,3.219355,3.216129,3.219355,2.912903,3.216129,3.170968,32734.43,31443.88,32734.43,6170.498,31443.88,20151.48,zero
849,3.209677,3.190323,3.264516,2.916129,3.196774,3.164516,29139.31,23852.38,75440.07,6229.241,25394.4,19152.84,zero
865,3.225806,3.23871,3.241935,2.96129,3.23871,3.180645,35652.21,43330.57,45783.38,7169.145,43330.57,21851.91,zero
882,3.241935,3.206452,3.283871,2.906451,3.219355,3.167742,45783.38,28106.23,166952.2,6055.899,32734.43,19639.98,zero
899,3.206452,3.235484,3.203226,2.9,3.254839,3.212903,28106.23,41123.04,27142.03,5944.999,59098.63,30248.92,zero
916,3.203226,3.216129,3.203226,2.912903,3.203226,3.177419,27142.03,31443.88,27142.03,6170.498,27142.03,21255.28,zero
933,3.248387,3.190323,3.235484,2.932258,3.2,3.158064,51608.8,23852.38,41123.04,6538.423,26240.03,18244.99,zero
951,3.245161,3.196774,3.219355,2.929032,3.225806,3.164516,48524.75,25394.4,32734.43,6474.437,35652.21,19152.84,zero
968,3.196774,3.26129,3.258065,2.912903,3.245161,3.216129,25394.4,69085.06,63707.75,6170.498,48524.75,31443.88,zero
985,3.193548,3.2,3.23871,2.912903,3.219355,3.2,24600.02,26240.03,43330.57,6170.498,32734.43,26240.03,zero
1002,3.190323,3.203226,3.274194,2.941936,3.2,3.187097,23852.38,27142.03,104037.6,6737.299,26240.03,23147.45,zero
1019,3.245161,3.190323,3.26129,2.932258,3.196774,3.196774,48524.75,23852.38,69085.06,6538.423,25394.4,25394.4,zero
1036,3.232258,3.248387,3.206452,2.945161,3.209677,3.203226,39125.75,51608.8,28106.23,6806.002,29139.31,27142.03,zero
1053,3.203226,3.232258,3.206452,2.922581,3.190323,3.219355,27142.03,39125.75,28106.23,6349.746,23852.38,32734.43,zero
1070,3.203226,3.193548,3.225806,2.925807,3.212903,3.158064,27142.03,24600.02,35652.21,6411.554,30248.92,18244.99,zero
1087,3.190323,3.254839,3.248387,2.96129,3.206452,3.164516,23852.38,59098.63,51608.8,7169.145,28106.23,19152.84,zero
1105,3.26129,3.225806,3.232258,2.893548,3.212903,3.187097,69085.06,35652.21,39125.75,5837.618,30248.92,23147.45,zero
1122,3.212903,3.232258,3.23871,2.954839,3.206452,3.16129,30248.92,39125.75,43330.57,7019.815,28106.23,18688.36,zero
1139,3.245161,3.219355,3.26129,2.906451,3.190323,3.16129,48524.75,32734.43,69085.06,6055.899,23852.38,18688.36,zero
1156,3.196774,3.267742,3.203226,2.932258,3.206452,3.183871,25394.4,83066.08,27142.03,6538.423,28106.23,22481.69,zero
1172,3.187097,3.203226,3.212903,2.896774,3.245161,3.225806,23147.45,27142.03,30248.92,5890.878,48524.75,35652.21,zero
1189,3.187097,3.187097,3.206452,2.919355,3.216129,3.164516,23147.45,23147.45,28106.23,6288.985,31443.88,19152.84,zero
1206,3.2,3.23871,3.235484,2.922581,3.245161,3.16129,26240.03,43330.57,41123.04,6349.746,48524.75,18688.36,zero
1223,3.251613,3.229032,3.206452,2.890322,3.216129,3.174194,55104.05,37310.04,28106.23,5785.195,31443.88,20689.25,zero
1240,3.219355,3.229032,3.203226,2.909677,3.222581,3.16129,32734.43,37310.04,27142.03,6112.726,34132.53,18688.36,zero
1257,3.222581,3.196774,3.267742,2.967742,3.251613,3.183871,34132.53,25394.4,83066.08,7324.274,55104.05,22481.69,zero
1274,3.2,3.225806,3.209677,2.906451,3.270968,3.164516,26240.03,35652.21,29139.31,6055.899,92386.75,19152.84,zero
1291,3.193548,3.206452,3.245161,2.945161,3.206452,3.154839,24600.02,28106.23,48524.75,6806.002,28106.23,17821.32,zero
1308,3.232258,3.254839,3.216129,2.941936,3.216129,3.158064,39125.75,59098.63,31443.88,6737.299,31443.88,18244.99,zero
1325,3.251613,3.23871,3.206452,2.945161,3.270968,3.158064,55104.05,43330.57,28106.23,6806.002,92386.75,18244.99,zero
1342,3.222581,3.248387,3.2,2.896774,3.248387,3.16129,34132.53,51608.8,26240.03,5890.878,51608.8,18688.36,zero
1359,3.222581,3.254839,3.2,2.903226,3.251613,3.164516,34132.53,59098.63,26240.03,5999.998,55104.05,19152.84,zero
1377,3.241935,3.187097,3.26129,2.906451,3.251613,3.212903,45783.38,23147.45,69085.06,6055.899,55104.05,30248.92,zero
1394,3.212903,3.241935,3.225806,2.951613,3.254839,3.190323,30248.92,45783.38,35652.21,6947.224,59098.63,23852.38,zero
1411,3.241935,3.206452,3.193548,2.935484,3.216129,3.164516,45783.38,28106.23,24600.02,6603.542,31443.88,19152.84,zero
1427,3.258065,3.23871,3.23871,2.906451,3.235484,3.187097,63707.75,43330.57,43330.57,6055.899,41123.04,23147.45,zero
1444,3.212903,3.209677,3.212903,2.935484,3.232258,3.154839,30248.92,29139.31,30248.92,6603.542,39125.75,17821.32,zero
1461,3.203226,3.180645,3.254839,2.893548,3.203226,3.16129,27142.03,21851.91,59098.63,5837.618,27142.03,18688.36,zero
1479,3.229032,3.23871,3.206452,2.909677,3.206452,3.206452,37310.04,43330.57,28106.23,6112.726,28106.23,28106.23,zero
1496,3.251613,3.254839,3.219355,2.925807,3.235484,3.170968,55104.05,59098.63,32734.43,6411.554,41123.04,20151.48,zero
1513,3.235484,3.248387,3.245161,2.96129,3.264516,2.854839,41123.04,51608.8,48524.75,7169.145,75440.07,5258.695,zero
1530,3.2,3.241935,3.203226,2.903226,3.219355,3.2,26240.03,45783.38,27142.03,5999.998,32734.43,26240.03,zero
1547,3.222581,3.254839,3.258065,2.906451,3.190323,3.164516,34132.53,59098.63,63707.75,6055.899,23852.38,19152.84,zero
1564,3.193548,3.232258,3.254839,2.948387,3.248387,3.16129,24600.02,39125.75,59098.63,6875.965,51608.8,18688.36,zero
1580,3.206452,3.203226,3.203226,2.970968,3.267742,3.16129,28106.23,27142.03,27142.03,7404.12,83066.08,18688.36,zero
1597,3.216129,3.190323,3.258065,2.909677,3.241935,3.206452,31443.88,23852.38,63707.75,6112.726,45783.38,28106.23,transition
1614,3.196774,3.196774,3.264516,2.983871,3.241935,3.177419,25394.4,25394.4,75440.07,7739.797,45783.38,21255.28,transition
1631,3.225806,3.26129,3.203226,2.925807,3.203226,3.209677,35652.21,69085.06,27142.03,6411.554,27142.03,29139.31,transition
1648,3.193548,3.232258,3.212903,2.958065,3.225806,3.164516,24600.02,39125.75,30248.92,7093.775,35652.21,19152.84,transition
1665,3.232258,3.241935,3.216129,2.948387,3.267742,3.141935,39125.75,45783.38,31443.88,6875.965,83066.08,16299.58,transition
1682,3.190323,3.251613,3.2,2.964516,3.270968,3.158064,23852.38,55104.05,26240.03,7245.964,92386.75,18244.99,transition
1699,3.229032,3.212903,2.767742,2.909677,3.209677,3.158064,37310.04,30248.92,4264,6112.726,29139.31,18244.99,transition
1716,3.270968,3.196774,2.032258,2.987097,3.212903,3.16129,92386.75,25394.4,1314.504,7828.042,30248.92,18688.36,transition
1733,3.219355,3.216129,1.583871,2.93871,3.277419,3.167742,32734.43,31443.88,756.8044,6669.824,119017.3,19639.98,transition
1750,3.229032,3.196774,1.212903,2.948387,3.248387,3.16129,37310.04,25394.4,476.5379,6875.965,51608.8,18688.36,transition
1766,3.26129,3.209677,0.906452,2.945161,3.245161,3.193548,69085.06,29139.31,310.5391,6806.002,48524.75,24600.02,transition
1783,3.254839,3.177419,0.829032,2.929032,3.26129,3.193548,59098.63,21255.28,275.1175,6474.437,69085.06,24600.02,transition
1800,3.206452,3.222581,0.796774,2.941936,3.26129,3.170968,28106.23,34132.53,261.0052,6737.299,69085.06,20151.48,transition
1817,3.216129,3.222581,0.96129,2.925807,3.251613,3.170968,31443.88,34132.53,337.0483,6411.554,55104.05,20151.48,transition
1834,3.203226,3.212903,0.948387,2.983871,3.212903,3.122581,27142.03,30248.92,330.6996,7739.797,30248.92,14431.99,transition
1851,3.274194,3.235484,0.883871,2.932258,3.26129,3.212903,104037.6,41123.04,299.9733,6538.423,69085.06,30248.92,transition
1868,3.209677,3.2,0.877419,2.951613,3.222581,3.151613,29139.31,26240.03,296.9907,6947.224,34132.53,17416.07,transition
1885,3.274194,3.167742,0.922581,2.974194,3.248387,3.203226,104037.6,19639.98,318.209,7485.546,51608.8,27142.03,transition
1902,3.26129,3.190323,0.674194,2.929032,3.212903,3.158064,69085.06,23852.38,210.5406,6474.437,30248.92,18244.99,transition
1919,3.241935,3.174194,0.929032,2.980645,3.225806,3.183871,45783.38,20689.25,321.3062,7653.334,35652.21,22481.69,transition
1936,3.209677,3.170968,0.922581,2.951613,3.212903,3.170968,29139.31,20151.48,318.209,6947.224,30248.92,20151.48,transition
1953,3.222581,3.164516,0.93871,2.974194,3.209677,3.2,34132.53,19152.84,325.9836,7485.546,29139.31,26240.03,transition
1971,3.203226,3.187097,0.912903,2.980645,3.219355,3.225806,27142.03,23147.45,313.5946,7653.334,32734.43,35652.21,transition
1988,3.267742,3.158064,0.983871,2.974194,3.212903,3.183871,83066.08,18244.99,348.3287,7485.546,30248.92,22481.69,transition
2006,3.212903,3.170968,0.56129,2.958065,3.222581,3.16129,30248.92,20151.48,168.0565,7093.775,34132.53,18688.36,transition
2023,3.241935,3.164516,0.629032,2.929032,3.216129,3.16129,45783.38,19152.84,193.116,6474.437,31443.88,18688.36,transition
2040,3.196774,3.167742,0.525806,2.941936,3.241935,3.235484,25394.4,19639.98,155.4186,6737.299,45783.38,41123.04,transition
2057,3.225806,3.164516,0.041935,2.954839,3.222581,3.225806,35652.21,19152.84,10.55446,7019.815,34132.53,35652.21,transition
2074,3.235484,3.216129,0.058065,2.96129,3.216129,3.183871,41123.04,31443.88,14.68657,7169.145,31443.88,22481.69,transition
2091,3.235484,3.170968,0.045161,2.983871,3.267742,3.167742,41123.04,20151.48,11.3776,7739.797,83066.08,19639.98,transition
2109,3.219355,3.167742,0.051613,2.990323,3.277419,3.203226,32734.43,19639.98,13.0288,7918.126,119017.3,27142.03,transition
2126,3.209677,3.180645,0.090323,2.93871,3.206452,3.212903,29139.31,21851.91,23.07537,6669.824,28106.23,30248.92,transition
