Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.190323,3.206452,3.187097,2.970968,3.209677,3.2,23852.38,28106.23,23147.45,7404.12,29139.31,26240.03,zero
19,3.196774,3.209677,3.193548,2.929032,3.167742,3.225806,25394.4,29139.31,24600.02,6474.437,19639.98,35652.21,zero
36,3.180645,3.180645,3.177419,2.96129,3.209677,3.209677,21851.91,21851.91,21255.28,7169.145,29139.31,29139.31,zero
53,3.174194,3.187097,3.241935,2.96129,3.167742,3.222581,20689.25,23147.45,45783.38,7169.145,19639.98,34132.53,zero
71,3.16129,3.196774,3.180645,2.912903,3.180645,3.170968,18688.36,25394.4,21851.91,6170.498,21851.91,20151.48,zero
88,3.164516,3.174194,3.16129,2.922581,3.216129,3.206452,19152.84,20689.25,18688.36,6349.746,31443.88,28106.23,zero
106,3.180645,3.167742,3.225806,2.919355,3.225806,3.180645,21851.91,19639.98,35652.21,6288.985,35652.21,21851.91,zero
123,3.196774,3.187097,3.174194,2.96129,3.190323,3.219355,25394.4,23147.45,20689.25,7169.145,23852.38,32734.43,zero
140,3.158064,3.180645,3.167742,2.909677,3.209677,3.209677,18244.99,21851.91,19639.98,6112.726,29139.31,29139.31,zero
158,3.212903,3.190323,3.206452,2.912903,3.2,3.2,30248.92,23852.38,28106.23,6170.498,26240.03,26240.03,zero
176,3.174194,3.209677,3.196774,2.935484,3.229032,3.232258,20689.25,29139.31,25394.4,6603.542,37310.04,39125.75,zero
193,3.174194,3.183871,3.245161,2.970968,3.216129,3.174194,20689.25,22481.69,48524.75,7404.12,31443.88,20689.25,zero
211,3.190323,3.196774,3.187097,2.974194,3.222581,3.183871,23852.38,25394.4,23147.45,7485.546,34132.53,22481.69,zero
229,3.151613,3.158064,3.225806,2.935484,3.235484,3.183871,17416.07,18244.99,35652.21,6603.542,41123.04,22481.69,zero
