Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.06129,3.141935,3.158064,2.919355,3.16129,3.106452,10515.95,16299.58,18244.99,6288.985,18688.36,13161,zero
21,3.083871,3.158064,3.141935,2.922581,3.135484,3.141935,11700.3,18244.99,16299.58,6349.746,15628.23,16299.58,zero
40,3.103226,3.132258,3.129032,2.883871,3.187097,3.119355,12931.8,15311.92,15007.54,5682.79,23147.45,14159.64,zero
58,3.093548,3.125806,3.190323,2.909677,3.135484,3.125806,12287.18,14714.44,23852.38,6112.726,15628.23,14714.44,zero
75,3.122581,3.13871,3.170968,2.912903,3.145161,3.145161,14431.99,15957.19,20151.48,6170.498,16656.24,16656.24,zero
93,3.174194,3.148387,3.180645,2.890322,3.141935,3.164516,20689.25,17028.07,21851.91,5785.195,16299.58,19152.84,zero
113,3.132258,3.116129,3.151613,2.912903,3.158064,3.177419,15311.92,13896.84,17416.07,6170.498,18244.99,21255.28,zero
131,3.151613,3.170968,3.16129,2.890322,3.151613,3.119355,17416.07,20151.48,18688.36,5785.195,17416.07,14159.64,zero
149,3.116129,3.148387,3.2,2.948387,3.125806,3.154839,13896.84,17028.07,26240.03,6875.965,14714.44,17821.32,zero
167,3.170968,3.141935,3.177419,2.883871,3.16129,3.180645,20151.48,16299.58,21255.28,5682.79,18688.36,21851.91,zero
185,3.106452,3.16129,3.193548,2.9,3.13871,3.154839,13161,18688.36,24600.02,5944.999,15957.19,17821.32,zero
204,3.119355,3.109677,3.164516,2.922581,3.132258,3.122581,14159.64,13397.96,19152.84,6349.746,15311.92,14431.99,zero
223,3.132258,3.16129,3.190323,2.929032,3.174194,3.187097,15311.92,18688.36,23852.38,6474.437,20689.25,23147.45,zero
241,3.154839,3.141935,3.122581,2.877419,3.145161,3.122581,17821.32,16299.58,14431.99,5583.51,16656.24,14431.99,zero
261,3.132258,3.154839,3.148387,2.883871,3.190323,3.151613,15311.92,17821.32,17028.07,5682.79,23852.38,17416.07,zero
280,3.106452,3.190323,3.167742,2.929032,3.129032,3.116129,13161,23852.38,19639.98,6474.437,15007.54,13896.84,zero
299,3.119355,3.148387,3.148387,2.916129,3.203226,3.190323,14159.64,17028.07,17028.07,6229.241,27142.03,23852.38,zero
317,3.13871,3.177419,3.174194,2.887097,3.13871,3.122581,15957.19,21255.28,20689.25,5733.592,15957.19,14431.99,zero
337,3.148387,3.177419,3.187097,2.912903,3.122581,3.125806,17028.07,21255.28,23147.45,6170.498,14431.99,14714.44,zero
357,3.116129,3.196774,3.196774,2.922581,3.196774,3.13871,13896.84,25394.4,25394.4,6349.746,25394.4,15957.19,zero
375,3.103226,3.167742,3.154839,2.948387,3.206452,3.125806,12931.8,19639.98,17821.32,6875.965,28106.23,14714.44,zero
396,3.129032,3.13871,3.148387,2.909677,3.135484,3.129032,15007.54,15957.19,17028.07,6112.726,15628.23,15007.54,zero
416,3.154839,3.151613,3.125806,2.906451,3.148387,3.174194,17821.32,17416.07,14714.44,6055.899,17028.07,20689.25,zero
435,3.109677,3.180645,3.145161,2.922581,3.119355,3.193548,13397.96,21851.91,16656.24,6349.746,14159.64,24600.02,zero
452,3.122581,3.141935,3.145161,2.887097,3.2,3.13871,14431.99,16299.58,16656.24,5733.592,26240.03,15957.19,zero
471,3.125806,3.170968,3.183871,2.909677,3.141935,3.122581,14714.44,20151.48,22481.69,6112.726,16299.58,14431.99,zero
488,3.129032,3.164516,3.135484,2.893548,3.164516,3.180645,15007.54,19152.84,15628.23,5837.618,19152.84,21851.91,zero
505,3.125806,3.183871,3.174194,2.929032,3.141935,3.112903,14714.44,22481.69,20689.25,6474.437,16299.58,13643.1,zero
522,3.129032,3.132258,3.132258,2.909677,3.190323,3.183871,15007.54,15311.92,15311.92,6112.726,23852.38,22481.69,zero
540,3.177419,3.164516,3.2,2.912903,3.196774,3.167742,21255.28,19152.84,26240.03,6170.498,25394.4,19639.98,zero
557,3.158064,3.141935,3.132258,2.893548,3.148387,3.193548,18244.99,16299.58,15311.92,5837.618,17028.07,24600.02,zero
