Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.141935,3.13871,3.164516,2.845161,3.151613,3.112903,16299.58,15957.19,19152.84,5129.361,17416.07,13643.1,zero
17,3.13871,3.154839,3.151613,2.848387,3.090322,3.087097,15957.19,17821.32,17416.07,5171.856,12085.54,11890,zero
34,3.064516,3.087097,3.132258,2.841935,3.132258,3.074193,10671.23,11890,15311.92,5087.464,15311.92,11163.71,zero
50,3.083871,3.106452,3.129032,2.864516,3.096774,3.087097,11700.3,13161,15007.54,5393.777,12495.24,11890,zero
67,3.080645,3.109677,3.106452,2.832258,3.116129,3.077419,11516.17,13397.96,13161,4965.241,13896.84,11337.39,zero
84,3.074193,3.119355,3.145161,2.887097,3.132258,3.129032,11163.71,14159.64,16656.24,5733.592,15311.92,15007.54,zero
101,3.1,3.1,3.106452,2.841935,3.096774,3.070968,12710,12710,13161,5087.464,12495.24,10994.93,zero
118,3.129032,3.135484,3.158064,2.86129,3.145161,3.087097,15007.54,15628.23,18244.99,5348.087,16656.24,11890,zero
135,3.070968,3.112903,3.090322,2.848387,3.093548,3.070968,10994.93,13643.1,12085.54,5171.856,12287.18,10994.93,zero
152,3.112903,3.096774,3.1,2.832258,3.135484,3.093548,13643.1,12495.24,12710,4965.241,15628.23,12287.18,zero
169,3.077419,3.151613,3.116129,2.906451,3.112903,3.058064,11337.39,17416.07,13896.84,6055.899,13643.1,10364.8,zero
186,3.093548,3.122581,3.106452,2.825806,3.096774,3.087097,12287.18,14431.99,13161,4886.53,12495.24,11890,zero
202,3.080645,3.1,3.090322,2.890322,3.080645,3.077419,11516.17,12710,12085.54,5785.195,11516.17,11337.39,zero
219,3.090322,3.135484,3.151613,2.83871,3.093548,3.048387,12085.54,15628.23,17416.07,5046.153,12287.18,9934.615,zero
236,3.077419,3.122581,3.145161,2.880645,3.087097,3.125806,11337.39,14431.99,16656.24,5632.768,11890,14714.44,zero
253,3.093548,3.090322,3.103226,2.841935,3.109677,3.129032,12287.18,12085.54,12931.8,5087.464,13397.96,15007.54,zero
270,3.093548,3.154839,3.1,2.893548,3.106452,3.080645,12287.18,17821.32,12710,5837.618,13161,11516.17,zero
287,3.096774,3.080645,3.096774,2.854839,3.106452,3.129032,12495.24,11516.17,12495.24,5258.695,13161,15007.54,zero
303,3.122581,3.122581,3.1,2.851613,3.109677,3.06129,14431.99,14431.99,12710,5214.963,13397.96,10515.95,zero
320,3.083871,3.13871,3.148387,2.851613,3.093548,3.070968,11700.3,15957.19,17028.07,5214.963,12287.18,10994.93,zero
337,3.096774,3.103226,3.093548,2.880645,3.096774,3.112903,12495.24,12931.8,12287.18,5632.768,12495.24,13643.1,zero
354,3.106452,3.083871,3.141935,2.835484,3.106452,3.06129,13161,11700.3,16299.58,5005.416,13161,10515.95,zero
371,3.129032,3.093548,3.106452,2.867742,3.106452,3.122581,15007.54,12287.18,13161,5440.148,13161,14431.99,zero
