Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.177419,3.248387,3.187097,2.935484,3.245161,3.190323,21255.28,51608.8,23147.45,6603.542,48524.75,23852.38,zero
19,3.16129,3.196774,3.212903,2.96129,3.248387,3.203226,18688.36,25394.4,30248.92,7169.145,51608.8,27142.03,zero
38,3.229032,3.216129,3.248387,2.919355,3.203226,3.183871,37310.04,31443.88,51608.8,6288.985,27142.03,22481.69,zero
57,3.245161,3.183871,3.196774,2.925807,3.190323,3.196774,48524.75,22481.69,25394.4,6411.554,23852.38,25394.4,zero
77,3.158064,3.209677,3.258065,2.935484,3.209677,3.183871,18244.99,29139.31,63707.75,6603.542,29139.31,22481.69,zero
95,3.167742,3.206452,3.196774,2.974194,3.216129,3.2,19639.98,28106.23,25394.4,7485.546,31443.88,26240.03,zero
113,3.174194,3.2,3.212903,2.977419,3.219355,3.183871,20689.25,26240.03,30248.92,7568.602,32734.43,22481.69,zero
132,3.193548,3.203226,3.206452,2.93871,3.245161,3.174194,24600.02,27142.03,28106.23,6669.824,48524.75,20689.25,zero
152,3.2,3.187097,3.203226,2.922581,3.2,3.174194,26240.03,23147.45,27142.03,6349.746,26240.03,20689.25,zero
170,3.216129,3.216129,3.235484,2.964516,3.167742,3.212903,31443.88,31443.88,41123.04,7245.964,19639.98,30248.92,zero
191,3.196774,3.2,3.183871,2.951613,3.180645,3.183871,25394.4,26240.03,22481.69,6947.224,21851.91,22481.69,zero
212,3.203226,3.254839,3.229032,2.925807,3.183871,3.229032,27142.03,59098.63,37310.04,6411.554,22481.69,37310.04,zero
229,3.196774,3.193548,3.23871,2.951613,3.241935,3.183871,25394.4,24600.02,43330.57,6947.224,45783.38,22481.69,zero
246,3.183871,3.190323,3.248387,2.96129,3.209677,3.187097,22481.69,23852.38,51608.8,7169.145,29139.31,23147.45,zero
264,3.170968,3.209677,3.206452,2.932258,3.196774,3.225806,20151.48,29139.31,28106.23,6538.423,25394.4,35652.21,zero
281,3.174194,3.206452,3.209677,2.974194,3.187097,3.2,20689.25,28106.23,29139.31,7485.546,23147.45,26240.03,zero
299,3.190323,3.177419,3.232258,2.954839,3.193548,3.177419,23852.38,21255.28,39125.75,7019.815,24600.02,21255.28,zero
316,3.245161,3.187097,3.190323,2.96129,3.193548,3.170968,48524.75,23147.45,23852.38,7169.145,24600.02,20151.48,zero
333,3.187097,3.2,3.267742,2.932258,3.193548,3.187097,23147.45,26240.03,83066.08,6538.423,24600.02,23147.45,zero
351,3.2,3.183871,3.174194,2.983871,3.209677,3.174194,26240.03,22481.69,20689.25,7739.797,29139.31,20689.25,zero
368,3.190323,3.2,3.203226,2.954839,3.2,3.167742,23852.38,26240.03,27142.03,7019.815,26240.03,19639.98,zero
385,3.174194,3.183871,3.209677,2.948387,3.177419,3.190323,20689.25,22481.69,29139.31,6875.965,21255.28,23852.38,zero
403,3.212903,3.203226,3.196774,2.954839,3.219355,3.219355,30248.92,27142.03,25394.4,7019.815,32734.43,32734.43,zero
420,3.235484,3.190323,3.241935,2.977419,3.177419,3.174194,41123.04,23852.38,45783.38,7568.602,21255.28,20689.25,zero
438,3.196774,3.190323,3.190323,2.948387,3.183871,3.183871,25394.4,23852.38,23852.38,6875.965,22481.69,22481.69,zero
455,3.216129,3.187097,3.2,2.951613,3.187097,3.196774,31443.88,23147.45,26240.03,6947.224,23147.45,25394.4,zero
472,3.241935,3.232258,3.180645,2.919355,3.219355,3.183871,45783.38,39125.75,21851.91,6288.985,32734.43,22481.69,zero
490,3.183871,3.183871,3.193548,2.935484,3.183871,3.183871,22481.69,22481.69,24600.02,6603.542,22481.69,22481.69,zero
507,3.251613,3.229032,3.206452,2.932258,3.206452,3.180645,55104.05,37310.04,28106.23,6538.423,28106.23,21851.91,zero
524,3.206452,3.203226,3.190323,2.958065,3.203226,3.180645,28106.23,27142.03,23852.38,7093.775,27142.03,21851.91,zero
