Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.174194,3.164516,3.177419,3.016129,3.196774,3.209677,20689.25,19152.84,21255.28,8712.501,25394.4,29139.31,zero
16,3.170968,3.241935,3.193548,3.058064,3.180645,3.190323,20151.48,45783.38,24600.02,10364.8,21851.91,23852.38,zero
33,3.16129,3.164516,3.232258,3.06129,3.177419,3.251613,18688.36,19152.84,39125.75,10515.95,21255.28,55104.05,zero
50,3.2,3.196774,3.203226,3.029032,3.251613,3.196774,26240.03,25394.4,27142.03,9166.429,55104.05,25394.4,zero
67,3.193548,3.183871,3.187097,3.009677,3.183871,3.196774,24600.02,22481.69,23147.45,8500.668,22481.69,25394.4,zero
84,3.170968,3.174194,3.170968,3.032258,3.23871,3.219355,20151.48,20689.25,20151.48,9286.748,43330.57,32734.43,zero
101,3.164516,3.2,3.229032,3.022581,3.167742,3.190323,19152.84,26240.03,37310.04,8934.187,19639.98,23852.38,zero
118,3.23871,3.167742,3.245161,3.032258,3.2,3.209677,43330.57,19639.98,48524.75,9286.748,26240.03,29139.31,zero
135,3.16129,3.180645,3.187097,3.048387,3.183871,3.23871,18688.36,21851.91,23147.45,9934.615,22481.69,43330.57,zero
152,3.203226,3.2,3.190323,3.083871,3.248387,3.180645,27142.03,26240.03,23852.38,11700.3,51608.8,21851.91,zero
169,3.206452,3.177419,3.235484,3.019355,3.174194,3.209677,28106.23,21255.28,41123.04,8822.07,20689.25,29139.31,zero
185,3.209677,3.209677,3.203226,3.022581,3.254839,3.164516,29139.31,29139.31,27142.03,8934.187,59098.63,19152.84,zero
202,3.148387,3.170968,3.180645,3.048387,3.174194,3.196774,17028.07,20151.48,21851.91,9934.615,20689.25,25394.4,zero
219,3.222581,3.180645,3.203226,3.03871,3.2,3.183871,34132.53,21851.91,27142.03,9536.297,26240.03,22481.69,zero
236,3.164516,3.209677,3.177419,3.03871,3.216129,3.206452,19152.84,29139.31,21255.28,9536.297,31443.88,28106.23,zero
253,3.241935,3.229032,3.190323,3.096774,3.170968,3.174194,45783.38,37310.04,23852.38,12495.24,20151.48,20689.25,zero
270,3.164516,3.216129,3.190323,3.045161,3.167742,3.212903,19152.84,31443.88,23852.38,9798.481,19639.98,30248.92,zero
287,3.180645,3.180645,3.167742,3.045161,3.241935,3.174194,21851.91,21851.91,19639.98,9798.481,45783.38,20689.25,zero
304,3.225806,3.158064,3.170968,3.03871,3.174194,3.229032,35652.21,18244.99,20151.48,9536.297,20689.25,37310.04,zero
321,3.206452,3.193548,3.232258,3.051613,3.212903,3.212903,28106.23,24600.02,39125.75,10074.29,30248.92,30248.92,zero
338,3.193548,3.187097,3.251613,3.009677,3.2,3.196774,24600.02,23147.45,55104.05,8500.668,26240.03,25394.4,zero
355,3.164516,3.167742,3.2,3.03871,3.170968,3.206452,19152.84,19639.98,26240.03,9536.297,20151.48,28106.23,zero
371,3.229032,3.170968,3.2,3.022581,3.216129,3.209677,37310.04,20151.48,26240.03,8934.187,31443.88,29139.31,zero
388,3.180645,3.187097,3.177419,3.035484,3.187097,3.174194,21851.91,23147.45,21255.28,9410,23147.45,20689.25,zero
406,3.190323,3.174194,3.209677,3.103226,3.170968,3.251613,23852.38,20689.25,29139.31,12931.8,20151.48,55104.05,zero
423,3.158064,3.235484,3.209677,3.096774,3.232258,3.180645,18244.99,41123.04,29139.31,12495.24,39125.75,21851.91,zero
440,3.222581,3.180645,3.193548,3.019355,3.193548,3.232258,34132.53,21851.91,24600.02,8822.07,24600.02,39125.75,zero
456,3.164516,3.177419,3.248387,3.029032,3.235484,3.212903,19152.84,21255.28,51608.8,9166.429,41123.04,30248.92,zero
473,3.206452,3.190323,3.222581,3.035484,3.174194,3.177419,28106.23,23852.38,34132.53,9410,20689.25,21255.28,zero
490,3.225806,3.187097,3.167742,3.006452,3.206452,3.225806,35652.21,23147.45,19639.98,8398.242,28106.23,35652.21,zero
507,3.180645,3.177419,3.183871,3.012903,3.170968,3.23871,21851.91,21255.28,22481.69,8605.394,20151.48,43330.57,zero
524,3.196774,3.177419,3.23871,3.070968,3.212903,3.206452,25394.4,21255.28,43330.57,10994.93,30248.92,28106.23,zero
541,3.196774,3.170968,3.177419,3.029032,3.23871,3.229032,25394.4,20151.48,21255.28,9166.429,43330.57,37310.04,zero
558,3.170968,3.212903,3.212903,3.016129,3.177419,3.180645,20151.48,30248.92,30248.92,8712.501,21255.28,21851.91,zero
575,3.225806,3.209677,3.180645,3.080645,3.229032,3.193548,35652.21,29139.31,21851.91,11516.17,37310.04,24600.02,zero
