Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.216129,3.190323,3.225806,3.2,3.174194,3.093548,31443.88,23852.38,35652.21,26240.03,20689.25,12287.18,zero
16,3.196774,3.23871,3.183871,3.225806,3.203226,3.045161,25394.4,43330.57,22481.69,35652.21,27142.03,9798.481,zero
34,3.174194,3.187097,3.177419,3.209677,3.164516,3.080645,20689.25,23147.45,21255.28,29139.31,19152.84,11516.17,zero
50,3.177419,3.235484,3.180645,3.212903,3.225806,3.054839,21255.28,41123.04,21851.91,30248.92,35652.21,10217.63,zero
67,3.193548,3.219355,3.167742,3.135484,3.183871,3.090322,24600.02,32734.43,19639.98,15628.23,22481.69,12085.54,zero
84,3.148387,3.170968,3.170968,3.170968,3.177419,3.064516,17028.07,20151.48,20151.48,20151.48,21255.28,10671.23,zero
101,3.177419,3.180645,3.212903,3.219355,3.187097,3.103226,21255.28,21851.91,30248.92,32734.43,23147.45,12931.8,zero
118,3.180645,3.183871,3.16129,3.167742,3.196774,3.070968,21851.91,22481.69,18688.36,19639.98,25394.4,10994.93,zero
135,3.167742,3.193548,3.225806,3.203226,3.16129,3.093548,19639.98,24600.02,35652.21,27142.03,18688.36,12287.18,zero
152,3.190323,3.203226,3.183871,3.148387,3.235484,3.064516,23852.38,27142.03,22481.69,17028.07,41123.04,10671.23,zero
169,3.174194,3.190323,3.222581,3.209677,3.183871,3.051613,20689.25,23852.38,34132.53,29139.31,22481.69,10074.29,zero
186,3.167742,3.187097,3.180645,3.190323,3.177419,3.051613,19639.98,23147.45,21851.91,23852.38,21255.28,10074.29,zero
203,3.170968,3.180645,3.193548,3.135484,3.167742,3.112903,20151.48,21851.91,24600.02,15628.23,19639.98,13643.1,zero
220,3.174194,3.164516,3.209677,3.193548,3.16129,3.058064,20689.25,19152.84,29139.31,24600.02,18688.36,10364.8,zero
237,3.183871,3.212903,3.167742,3.13871,3.219355,3.074193,22481.69,30248.92,19639.98,15957.19,32734.43,11163.71,zero
253,3.190323,3.206452,3.229032,3.196774,3.222581,3.067742,23852.38,28106.23,37310.04,25394.4,34132.53,10830.83,zero
271,3.164516,3.170968,3.219355,3.151613,3.23871,3.054839,19152.84,20151.48,32734.43,17416.07,43330.57,10217.63,zero
287,3.174194,3.164516,3.23871,3.16129,3.167742,3.135484,20689.25,19152.84,43330.57,18688.36,19639.98,15628.23,zero
304,3.16129,3.187097,3.174194,3.183871,3.174194,3.190323,18688.36,23147.45,20689.25,22481.69,20689.25,23852.38,zero
322,3.174194,3.154839,3.203226,3.154839,3.180645,3.112903,20689.25,17821.32,27142.03,17821.32,21851.91,13643.1,zero
339,3.167742,3.216129,3.177419,3.154839,3.193548,3.129032,19639.98,31443.88,21255.28,17821.32,24600.02,15007.54,zero
355,3.219355,3.235484,3.2,3.141935,3.167742,3.129032,32734.43,41123.04,26240.03,16299.58,19639.98,15007.54,zero
372,3.164516,3.23871,3.164516,3.212903,3.203226,3.122581,19152.84,43330.57,19152.84,30248.92,27142.03,14431.99,zero
389,3.183871,3.164516,3.174194,3.180645,3.193548,3.190323,22481.69,19152.84,20689.25,21851.91,24600.02,23852.38,zero
406,3.174194,3.206452,3.212903,3.229032,3.2,3.135484,20689.25,28106.23,30248.92,37310.04,26240.03,15628.23,zero
423,3.232258,3.2,3.177419,3.177419,3.16129,3.116129,39125.75,26240.03,21255.28,21255.28,18688.36,13896.84,zero
440,3.209677,3.209677,3.170968,3.193548,3.216129,3.141935,29139.31,29139.31,20151.48,24600.02,31443.88,16299.58,zero
457,3.203226,3.177419,3.16129,3.170968,3.232258,3.170968,27142.03,21255.28,18688.36,20151.48,39125.75,20151.48,zero
474,3.16129,3.2,3.216129,3.167742,3.209677,3.125806,18688.36,26240.03,31443.88,19639.98,29139.31,14714.44,zero
491,3.170968,3.196774,3.183871,3.154839,3.183871,3.196774,20151.48,25394.4,22481.69,17821.32,22481.69,25394.4,zero
508,3.16129,3.2,3.151613,3.145161,3.190323,3.187097,18688.36,26240.03,17416.07,16656.24,23852.38,23147.45,zero
525,3.216129,3.154839,3.190323,3.141935,3.235484,3.154839,31443.88,17821.32,23852.38,16299.58,41123.04,17821.32,zero
542,3.193548,3.151613,3.196774,3.183871,3.145161,3.151613,24600.02,17416.07,25394.4,22481.69,16656.24,17416.07,zero
559,3.16129,3.141935,3.164516,3.180645,3.177419,3.151613,18688.36,16299.58,19152.84,21851.91,21255.28,17416.07,zero
576,3.167742,3.180645,3.2,3.183871,3.248387,3.16129,19639.98,21851.91,26240.03,22481.69,51608.8,18688.36,zero
593,3.174194,3.183871,3.154839,3.222581,3.2,3.125806,20689.25,22481.69,17821.32,34132.53,26240.03,14714.44,zero
610,3.174194,3.225806,3.23871,3.2,3.216129,3.158064,20689.25,35652.21,43330.57,26240.03,31443.88,18244.99,zero
626,3.219355,3.180645,3.16129,3.190323,3.158064,3.129032,32734.43,21851.91,18688.36,23852.38,18244.99,15007.54,zero
