Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.116129,3.083871,3.1,2.896774,3.087097,3.090322,13896.84,11700.3,12710,5890.878,11890,12085.54,zero
17,3.090322,3.129032,3.148387,2.829032,3.090322,3.122581,12085.54,15007.54,17028.07,4925.616,12085.54,14431.99,zero
34,3.106452,3.13871,3.106452,2.867742,3.132258,3.116129,13161,15957.19,13161,5440.148,15311.92,13896.84,zero
53,3.090322,3.129032,3.109677,2.890322,3.119355,3.103226,12085.54,15007.54,13397.96,5785.195,14159.64,12931.8,zero
71,3.080645,3.1,3.129032,2.858064,3.087097,3.090322,11516.17,12710,15007.54,5303.065,11890,12085.54,zero
89,3.096774,3.148387,3.16129,2.893548,3.083871,3.129032,12495.24,17028.07,18688.36,5837.618,11700.3,15007.54,zero
108,3.106452,3.096774,3.132258,2.845161,3.090322,3.109677,13161,12495.24,15311.92,5129.361,12085.54,13397.96,zero
126,3.106452,3.151613,3.090322,2.883871,3.141935,3.125806,13161,17416.07,12085.54,5682.79,16299.58,14714.44,zero
144,3.096774,3.1,3.112903,2.841935,3.083871,3.087097,12495.24,12710,13643.1,5087.464,11700.3,11890,zero
162,3.090322,3.096774,3.074193,2.877419,3.106452,3.109677,12085.54,12495.24,11163.71,5583.51,13161,13397.96,zero
182,3.093548,3.093548,3.109677,2.848387,3.083871,3.074193,12287.18,12287.18,13397.96,5171.856,11700.3,11163.71,zero
202,3.103226,3.1,3.090322,2.858064,3.112903,3.070968,12931.8,12710,12085.54,5303.065,13643.1,10994.93,zero
223,3.154839,3.148387,3.109677,2.867742,3.096774,3.051613,17821.32,17028.07,13397.96,5440.148,12495.24,10074.29,zero
242,3.083871,3.093548,3.093548,2.845161,3.106452,3.151613,11700.3,12287.18,12287.18,5129.361,13161,17416.07,zero
262,3.141935,3.125806,3.103226,2.909677,3.106452,3.125806,16299.58,14714.44,12931.8,6112.726,13161,14714.44,zero
282,3.116129,3.103226,3.132258,2.86129,3.090322,3.106452,13896.84,12931.8,15311.92,5348.087,12085.54,13161,zero
300,3.106452,3.141935,3.13871,2.916129,3.093548,3.093548,13161,16299.58,15957.19,6229.241,12287.18,12287.18,zero
319,3.148387,3.087097,3.148387,2.851613,3.083871,3.096774,17028.07,11890,17028.07,5214.963,11700.3,12495.24,zero
339,3.080645,3.074193,3.132258,2.890322,3.13871,3.112903,11516.17,11163.71,15311.92,5785.195,15957.19,13643.1,zero
358,3.141935,3.13871,3.158064,2.851613,3.093548,3.132258,16299.58,15957.19,18244.99,5214.963,12287.18,15311.92,zero
376,3.1,3.087097,3.135484,2.858064,3.141935,3.074193,12710,11890,15628.23,5303.065,16299.58,11163.71,zero
397,3.129032,3.116129,3.087097,2.851613,3.1,3.119355,15007.54,13896.84,11890,5214.963,12710,14159.64,zero
414,3.090322,3.13871,3.093548,2.841935,3.141935,3.1,12085.54,15957.19,12287.18,5087.464,16299.58,12710,zero
431,3.148387,3.106452,3.106452,2.887097,3.177419,3.154839,17028.07,13161,13161,5733.592,21255.28,17821.32,zero
449,3.141935,3.1,3.13871,2.932258,3.132258,3.154839,16299.58,12710,15957.19,6538.423,15311.92,17821.32,zero
468,3.106452,3.1,3.116129,2.858064,3.103226,3.1,13161,12710,13896.84,5303.065,12931.8,12710,zero
487,3.158064,3.109677,3.125806,2.925807,3.145161,3.13871,18244.99,13397.96,14714.44,6411.554,16656.24,15957.19,zero
506,3.103226,3.148387,3.119355,2.880645,3.148387,3.141935,12931.8,17028.07,14159.64,5632.768,17028.07,16299.58,zero
527,3.125806,3.158064,3.122581,2.874193,3.132258,3.122581,14714.44,18244.99,14431.99,5534.999,15311.92,14431.99,zero
548,3.158064,3.129032,3.106452,2.887097,3.170968,3.158064,18244.99,15007.54,13161,5733.592,20151.48,18244.99,zero
567,3.119355,3.129032,3.119355,2.870968,3.158064,3.116129,14159.64,15007.54,14159.64,5487.217,18244.99,13896.84,zero
587,3.116129,3.083871,3.141935,2.880645,3.119355,3.164516,13896.84,11700.3,16299.58,5632.768,14159.64,19152.84,zero
606,3.106452,3.158064,3.122581,2.9,3.164516,3.154839,13161,18244.99,14431.99,5944.999,19152.84,17821.32,zero
626,3.090322,3.145161,3.119355,2.919355,3.151613,3.122581,12085.54,16656.24,14159.64,6288.985,17416.07,14431.99,zero
645,3.13871,3.151613,3.135484,2.896774,3.141935,3.112903,15957.19,17416.07,15628.23,5890.878,16299.58,13643.1,zero
665,3.1,3.103226,3.132258,2.883871,3.129032,3.16129,12710,12931.8,15311.92,5682.79,15007.54,18688.36,zero
682,3.106452,3.103226,3.116129,2.86129,3.180645,3.112903,13161,12931.8,13896.84,5348.087,21851.91,13643.1,zero
701,3.151613,3.1,3.154839,2.867742,3.106452,3.16129,17416.07,12710,17821.32,5440.148,13161,18688.36,zero
722,3.1,3.129032,3.16129,2.935484,3.129032,3.174194,12710,15007.54,18688.36,6603.542,15007.54,20689.25,zero
