Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.167742,3.190323,3.174194,2.987097,3.203226,3.196774,19639.98,23852.38,20689.25,7828.042,27142.03,25394.4,zero
19,3.190323,3.164516,3.190323,2.945161,3.193548,3.225806,23852.38,19152.84,23852.38,6806.002,24600.02,35652.21,zero
36,3.187097,3.164516,3.158064,2.922581,3.170968,3.167742,23147.45,19152.84,18244.99,6349.746,20151.48,19639.98,zero
54,3.216129,3.222581,3.23871,2.935484,3.232258,3.16129,31443.88,34132.53,43330.57,6603.542,39125.75,18688.36,zero
72,3.177419,3.158064,3.190323,2.948387,3.216129,3.16129,21255.28,18244.99,23852.38,6875.965,31443.88,18688.36,zero
92,3.158064,3.16129,3.229032,2.922581,3.235484,3.170968,18244.99,18688.36,37310.04,6349.746,41123.04,20151.48,zero
111,3.151613,3.193548,3.177419,2.967742,3.2,3.2,17416.07,24600.02,21255.28,7324.274,26240.03,26240.03,zero
130,3.216129,3.180645,3.196774,2.941936,3.183871,3.174194,31443.88,21851.91,25394.4,6737.299,22481.69,20689.25,zero
149,3.219355,3.232258,3.167742,2.935484,3.193548,3.209677,32734.43,39125.75,19639.98,6603.542,24600.02,29139.31,zero
173,3.167742,3.2,3.209677,2.945161,3.222581,3.16129,19639.98,26240.03,29139.31,6806.002,34132.53,18688.36,zero
195,3.174194,3.148387,3.187097,2.932258,3.229032,3.196774,20689.25,17028.07,23147.45,6538.423,37310.04,25394.4,zero
215,3.148387,3.212903,3.167742,2.941936,3.203226,3.216129,17028.07,30248.92,19639.98,6737.299,27142.03,31443.88,zero
234,3.177419,3.174194,3.167742,2.929032,3.232258,3.190323,21255.28,20689.25,19639.98,6474.437,39125.75,23852.38,zero
253,3.180645,3.164516,3.212903,2.948387,3.232258,3.187097,21851.91,19152.84,30248.92,6875.965,39125.75,23147.45,zero
274,3.174194,3.180645,3.241935,2.929032,3.180645,3.16129,20689.25,21851.91,45783.38,6474.437,21851.91,18688.36,zero
293,3.180645,3.229032,3.174194,2.93871,3.225806,3.206452,21851.91,37310.04,20689.25,6669.824,35652.21,28106.23,zero
311,3.170968,3.154839,3.16129,2.932258,3.174194,3.170968,20151.48,17821.32,18688.36,6538.423,20689.25,20151.48,zero
332,3.216129,3.2,3.212903,2.932258,3.174194,3.167742,31443.88,26240.03,30248.92,6538.423,20689.25,19639.98,zero
352,3.219355,3.167742,3.232258,2.932258,3.187097,3.222581,32734.43,19639.98,39125.75,6538.423,23147.45,34132.53,zero
370,3.196774,3.193548,3.235484,2.941936,3.174194,3.245161,25394.4,24600.02,41123.04,6737.299,20689.25,48524.75,zero
388,3.164516,3.164516,3.203226,2.970968,3.232258,3.225806,19152.84,19152.84,27142.03,7404.12,39125.75,35652.21,zero
407,3.180645,3.154839,3.187097,2.919355,3.222581,3.180645,21851.91,17821.32,23147.45,6288.985,34132.53,21851.91,zero
426,3.158064,3.174194,3.225806,2.967742,3.216129,3.170968,18244.99,20689.25,35652.21,7324.274,31443.88,20151.48,zero
446,3.174194,3.174194,3.16129,2.932258,3.174194,3.145161,20689.25,20689.25,18688.36,6538.423,20689.25,16656.24,zero
465,3.167742,3.154839,3.193548,2.929032,3.170968,3.170968,19639.98,17821.32,24600.02,6474.437,20151.48,20151.48,zero
486,3.2,3.225806,3.177419,2.932258,3.212903,3.158064,26240.03,35652.21,21255.28,6538.423,30248.92,18244.99,zero
506,3.203226,3.158064,3.245161,2.980645,3.209677,3.190323,27142.03,18244.99,48524.75,7653.334,29139.31,23852.38,zero
527,3.193548,3.158064,3.212903,2.983871,3.219355,3.177419,24600.02,18244.99,30248.92,7739.797,32734.43,21255.28,zero
544,3.225806,3.183871,3.170968,2.919355,3.190323,3.170968,35652.21,22481.69,20151.48,6288.985,23852.38,20151.48,zero
562,3.187097,3.154839,3.174194,2.958065,3.170968,3.187097,23147.45,17821.32,20689.25,7093.775,20151.48,23147.45,zero
582,3.135484,3.232258,3.222581,2.929032,3.212903,3.177419,15628.23,39125.75,34132.53,6474.437,30248.92,21255.28,zero
601,3.177419,3.158064,3.177419,2.935484,3.170968,3.158064,21255.28,18244.99,21255.28,6603.542,20151.48,18244.99,zero
619,3.174194,3.177419,3.196774,2.922581,3.209677,3.170968,20689.25,21255.28,25394.4,6349.746,29139.31,20151.48,zero
636,3.187097,3.177419,3.229032,2.958065,3.232258,3.167742,23147.45,21255.28,37310.04,7093.775,39125.75,19639.98,zero
654,3.193548,3.225806,3.177419,2.935484,3.16129,3.164516,24600.02,35652.21,21255.28,6603.542,18688.36,19152.84,zero
672,3.206452,3.154839,3.193548,2.970968,3.154839,3.190323,28106.23,17821.32,24600.02,7404.12,17821.32,23852.38,zero
689,3.154839,3.151613,3.245161,2.941936,3.222581,3.229032,17821.32,17416.07,48524.75,6737.299,34132.53,37310.04,zero
707,3.167742,3.216129,3.241935,2.93871,3.203226,3.216129,19639.98,31443.88,45783.38,6669.824,27142.03,31443.88,zero
726,3.2,3.180645,3.177419,2.970968,3.206452,3.167742,26240.03,21851.91,21255.28,7404.12,28106.23,19639.98,zero
746,3.2,3.154839,3.23871,2.922581,3.196774,3.212903,26240.03,17821.32,43330.57,6349.746,25394.4,30248.92,zero
766,3.148387,3.222581,3.190323,2.932258,3.196774,3.187097,17028.07,34132.53,23852.38,6538.423,25394.4,23147.45,zero
787,3.151613,3.209677,3.209677,2.990323,3.222581,3.164516,17416.07,29139.31,29139.31,7918.126,34132.53,19152.84,zero
806,3.132258,3.193548,3.180645,2.935484,3.174194,3.216129,15311.92,24600.02,21851.91,6603.542,20689.25,31443.88,zero
826,3.174194,3.170968,3.193548,2.929032,3.212903,3.177419,20689.25,20151.48,24600.02,6474.437,30248.92,21255.28,zero
847,3.167742,3.151613,3.216129,2.987097,3.206452,3.167742,19639.98,17416.07,31443.88,7828.042,28106.23,19639.98,zero
867,3.193548,3.174194,3.177419,2.925807,3.180645,3.196774,24600.02,20689.25,21255.28,6411.554,21851.91,25394.4,zero
887,3.2,3.167742,3.241935,2.945161,3.174194,3.167742,26240.03,19639.98,45783.38,6806.002,20689.25,19639.98,zero
908,3.135484,3.151613,3.187097,2.964516,3.212903,3.16129,15628.23,17416.07,23147.45,7245.964,30248.92,18688.36,zero
928,3.148387,3.167742,3.229032,2.974194,3.206452,3.203226,17028.07,19639.98,37310.04,7485.546,28106.23,27142.03,zero
946,3.164516,3.2,3.225806,2.922581,3.174194,3.225806,19152.84,26240.03,35652.21,6349.746,20689.25,35652.21,zero
964,3.154839,3.190323,3.164516,2.977419,3.222581,3.174194,17821.32,23852.38,19152.84,7568.602,34132.53,20689.25,zero
984,3.13871,3.164516,3.180645,2.912903,3.174194,3.16129,15957.19,19152.84,21851.91,6170.498,20689.25,18688.36,zero
