Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.13871,3.183871,3.170968,3.035484,3.203226,3.180645,15957.19,22481.69,20151.48,9410,27142.03,21851.91,zero
16,3.216129,3.209677,3.23871,3.093548,3.245161,3.180645,31443.88,29139.31,43330.57,12287.18,48524.75,21851.91,zero
33,3.129032,3.167742,3.183871,3.03871,3.241935,3.170968,15007.54,19639.98,22481.69,9536.297,45783.38,20151.48,zero
50,3.16129,3.254839,3.248387,3.093548,3.177419,3.203226,18688.36,59098.63,51608.8,12287.18,21255.28,27142.03,zero
67,3.203226,3.225806,3.180645,3.032258,3.180645,3.164516,27142.03,35652.21,21851.91,9286.748,21851.91,19152.84,zero
84,3.148387,3.232258,3.245161,3.070968,3.167742,3.187097,17028.07,39125.75,48524.75,10994.93,19639.98,23147.45,zero
101,3.187097,3.225806,3.183871,3.096774,3.225806,3.177419,23147.45,35652.21,22481.69,12495.24,35652.21,21255.28,zero
118,3.154839,3.235484,3.190323,3.048387,3.167742,3.232258,17821.32,41123.04,23852.38,9934.615,19639.98,39125.75,zero
135,3.145161,3.170968,3.174194,3.048387,3.232258,3.193548,16656.24,20151.48,20689.25,9934.615,39125.75,24600.02,zero
152,3.190323,3.206452,3.203226,3.035484,3.170968,3.206452,23852.38,28106.23,27142.03,9410,20151.48,28106.23,zero
169,3.183871,3.167742,3.190323,3.019355,3.222581,3.174194,22481.69,19639.98,23852.38,8822.07,34132.53,20689.25,zero
186,3.174194,3.216129,3.183871,3.090322,3.212903,3.170968,20689.25,31443.88,22481.69,12085.54,30248.92,20151.48,zero
202,3.212903,3.232258,3.23871,3.067742,3.174194,3.174194,30248.92,39125.75,43330.57,10830.83,20689.25,20689.25,zero
219,3.16129,3.167742,3.180645,3.051613,3.187097,3.225806,18688.36,19639.98,21851.91,10074.29,23147.45,35652.21,zero
236,3.132258,3.177419,3.177419,3.054839,3.177419,3.229032,15311.92,21255.28,21255.28,10217.63,21255.28,37310.04,zero
253,3.16129,3.187097,3.190323,3.051613,3.232258,3.235484,18688.36,23147.45,23852.38,10074.29,39125.75,41123.04,zero
270,3.212903,3.190323,3.187097,3.093548,3.2,3.193548,30248.92,23852.38,23147.45,12287.18,26240.03,24600.02,zero
287,3.170968,3.219355,3.235484,3.045161,3.183871,3.219355,20151.48,32734.43,41123.04,9798.481,22481.69,32734.43,zero
304,3.190323,3.209677,3.206452,3.022581,3.241935,3.183871,23852.38,29139.31,28106.23,8934.187,45783.38,22481.69,zero
321,3.151613,3.222581,3.170968,3.032258,3.209677,3.167742,17416.07,34132.53,20151.48,9286.748,29139.31,19639.98,zero
338,3.209677,3.196774,3.187097,3.03871,3.225806,3.245161,29139.31,25394.4,23147.45,9536.297,35652.21,48524.75,zero
355,3.174194,3.241935,3.190323,3.080645,3.177419,3.177419,20689.25,45783.38,23852.38,11516.17,21255.28,21255.28,zero
372,3.145161,3.203226,3.232258,3.077419,3.196774,3.206452,16656.24,27142.03,39125.75,11337.39,25394.4,28106.23,zero
389,3.222581,3.2,3.196774,3.041935,3.183871,3.187097,34132.53,26240.03,25394.4,9665.75,22481.69,23147.45,zero
405,3.158064,3.232258,3.212903,3.048387,3.177419,3.164516,18244.99,39125.75,30248.92,9934.615,21255.28,19152.84,zero
422,3.164516,3.180645,3.193548,3.090322,3.190323,3.248387,19152.84,21851.91,24600.02,12085.54,23852.38,51608.8,zero
439,3.174194,3.170968,3.183871,3.03871,3.235484,3.187097,20689.25,20151.48,22481.69,9536.297,41123.04,23147.45,zero
456,3.2,3.229032,3.180645,3.074193,3.183871,3.187097,26240.03,37310.04,21851.91,11163.71,22481.69,23147.45,zero
473,3.206452,3.174194,3.187097,3.058064,3.193548,3.222581,28106.23,20689.25,23147.45,10364.8,24600.02,34132.53,zero
490,3.158064,3.206452,3.219355,3.03871,3.209677,3.167742,18244.99,28106.23,32734.43,9536.297,29139.31,19639.98,zero
507,3.170968,3.203226,3.174194,3.041935,3.225806,3.193548,20151.48,27142.03,20689.25,9665.75,35652.21,24600.02,zero
524,3.164516,3.23871,3.196774,3.090322,3.222581,3.174194,19152.84,43330.57,25394.4,12085.54,34132.53,20689.25,zero
540,3.141935,3.216129,3.183871,3.03871,3.196774,3.193548,16299.58,31443.88,22481.69,9536.297,25394.4,24600.02,zero
557,3.212903,3.241935,3.177419,3.080645,3.212903,3.180645,30248.92,45783.38,21255.28,11516.17,30248.92,21851.91,zero
574,3.164516,3.193548,3.209677,3.035484,3.219355,3.174194,19152.84,24600.02,29139.31,9410,32734.43,20689.25,zero
591,3.174194,3.174194,3.170968,3.090322,3.167742,3.190323,20689.25,20689.25,20151.48,12085.54,19639.98,23852.38,zero
608,3.222581,3.158064,3.16129,3.083871,3.187097,3.177419,34132.53,18244.99,18688.36,11700.3,23147.45,21255.28,zero
625,3.222581,3.216129,3.2,3.064516,3.180645,3.167742,34132.53,31443.88,26240.03,10671.23,21851.91,19639.98,zero
642,3.203226,3.232258,3.170968,3.029032,3.193548,3.206452,27142.03,39125.75,20151.48,9166.429,24600.02,28106.23,zero
659,3.154839,3.2,3.203226,3.032258,3.151613,3.212903,17821.32,26240.03,27142.03,9286.748,17416.07,30248.92,zero
676,3.203226,3.180645,3.209677,3.051613,3.180645,3.203226,27142.03,21851.91,29139.31,10074.29,21851.91,27142.03,zero
693,3.180645,3.16129,3.177419,3.048387,3.222581,3.2,21851.91,18688.36,21255.28,9934.615,34132.53,26240.03,zero
710,3.229032,3.170968,3.196774,3.054839,3.216129,3.193548,37310.04,20151.48,25394.4,10217.63,31443.88,24600.02,zero
727,3.196774,3.167742,3.203226,3.064516,3.229032,3.209677,25394.4,19639.98,27142.03,10671.23,37310.04,29139.31,zero
744,3.16129,3.2,3.183871,3.1,3.190323,3.203226,18688.36,26240.03,22481.69,12710,23852.38,27142.03,zero
761,3.203226,3.203226,3.241935,3.080645,3.177419,3.190323,27142.03,27142.03,45783.38,11516.17,21255.28,23852.38,zero
778,3.148387,3.245161,3.229032,3.070968,3.170968,3.196774,17028.07,48524.75,37310.04,10994.93,20151.48,25394.4,zero
795,3.148387,3.180645,3.248387,3.054839,3.23871,3.180645,17028.07,21851.91,51608.8,10217.63,43330.57,21851.91,zero
812,3.177419,3.177419,3.183871,3.074193,3.180645,3.222581,21255.28,21255.28,22481.69,11163.71,21851.91,34132.53,zero
828,3.216129,3.170968,3.183871,3.1,3.232258,3.212903,31443.88,20151.48,22481.69,12710,39125.75,30248.92,zero
845,3.206452,3.193548,3.2,3.041935,3.177419,3.206452,28106.23,24600.02,26240.03,9665.75,21255.28,28106.23,zero
862,3.196774,3.216129,3.225806,3.064516,3.241935,3.180645,25394.4,31443.88,35652.21,10671.23,45783.38,21851.91,zero
879,3.151613,3.212903,3.209677,3.054839,3.193548,3.187097,17416.07,30248.92,29139.31,10217.63,24600.02,23147.45,zero
896,3.177419,3.167742,3.2,3.041935,3.16129,3.232258,21255.28,19639.98,26240.03,9665.75,18688.36,39125.75,zero
913,3.167742,3.225806,3.177419,3.06129,3.229032,3.219355,19639.98,35652.21,21255.28,10515.95,37310.04,32734.43,zero
930,3.206452,3.225806,3.170968,3.035484,3.196774,3.23871,28106.23,35652.21,20151.48,9410,25394.4,43330.57,zero
947,3.164516,3.190323,3.196774,3.03871,3.170968,3.190323,19152.84,23852.38,25394.4,9536.297,20151.48,23852.38,zero
964,3.13871,3.164516,3.235484,3.074193,3.177419,3.26129,15957.19,19152.84,41123.04,11163.71,21255.28,69085.06,zero
981,3.203226,3.209677,3.235484,3.035484,3.180645,3.193548,27142.03,29139.31,41123.04,9410,21851.91,24600.02,zero
997,3.177419,3.2,3.229032,3.093548,3.170968,3.241935,21255.28,26240.03,37310.04,12287.18,20151.48,45783.38,zero
1014,3.16129,3.180645,3.212903,3.083871,3.193548,3.209677,18688.36,21851.91,30248.92,11700.3,24600.02,29139.31,zero
1031,3.196774,3.170968,3.174194,3.035484,3.187097,3.225806,25394.4,20151.48,20689.25,9410,23147.45,35652.21,zero
1048,3.180645,3.187097,3.164516,3.03871,3.203226,3.196774,21851.91,23147.45,19152.84,9536.297,27142.03,25394.4,zero
1065,3.225806,3.248387,3.170968,3.054839,3.232258,3.174194,35652.21,51608.8,20151.48,10217.63,39125.75,20689.25,zero
1082,3.229032,3.177419,3.180645,3.025806,3.193548,3.164516,37310.04,21255.28,21851.91,9048.941,24600.02,19152.84,zero
1099,3.164516,3.203226,3.203226,3.041935,3.23871,3.177419,19152.84,27142.03,27142.03,9665.75,43330.57,21255.28,zero
1116,3.180645,3.16129,3.187097,3.077419,3.235484,3.187097,21851.91,18688.36,23147.45,11337.39,41123.04,23147.45,zero
1133,3.167742,3.167742,3.229032,3.048387,3.219355,3.170968,19639.98,19639.98,37310.04,9934.615,32734.43,20151.48,zero
1149,3.16129,3.183871,3.206452,3.003226,3.158064,3.187097,18688.36,22481.69,28106.23,8298.045,18244.99,23147.45,zero
1166,3.154839,3.209677,3.235484,3.03871,3.167742,3.203226,17821.32,29139.31,41123.04,9536.297,19639.98,27142.03,zero
1183,3.206452,3.170968,3.248387,3.032258,3.174194,3.190323,28106.23,20151.48,51608.8,9286.748,20689.25,23852.38,zero
1200,3.170968,3.216129,3.219355,3.032258,3.209677,3.170968,20151.48,31443.88,32734.43,9286.748,29139.31,20151.48,zero
1217,3.177419,3.16129,3.209677,3.096774,3.187097,3.180645,21255.28,18688.36,29139.31,12495.24,23147.45,21851.91,zero
1234,3.180645,3.187097,3.187097,3.016129,3.23871,3.196774,21851.91,23147.45,23147.45,8712.501,43330.57,25394.4,zero
1251,3.164516,3.180645,3.174194,3.035484,3.190323,3.177419,19152.84,21851.91,20689.25,9410,23852.38,21255.28,zero
1268,3.196774,3.196774,3.193548,3.029032,3.248387,3.177419,25394.4,25394.4,24600.02,9166.429,51608.8,21255.28,zero
1286,3.206452,3.232258,3.193548,3.048387,3.170968,3.206452,28106.23,39125.75,24600.02,9934.615,20151.48,28106.23,zero
1303,3.206452,3.196774,3.219355,3.067742,3.158064,3.174194,28106.23,25394.4,32734.43,10830.83,18244.99,20689.25,zero
1320,3.170968,3.170968,3.183871,3.067742,3.235484,3.235484,20151.48,20151.48,22481.69,10830.83,41123.04,41123.04,zero
1336,3.235484,3.203226,3.206452,3.070968,3.180645,3.174194,41123.04,27142.03,28106.23,10994.93,21851.91,20689.25,zero
1353,3.219355,3.216129,3.190323,3.029032,3.167742,3.190323,32734.43,31443.88,23852.38,9166.429,19639.98,23852.38,zero
1370,3.222581,3.196774,3.2,3.035484,3.235484,3.241935,34132.53,25394.4,26240.03,9410,41123.04,45783.38,zero
1387,3.225806,3.23871,3.203226,3.019355,3.174194,3.170968,35652.21,43330.57,27142.03,8822.07,20689.25,20151.48,zero
1404,3.151613,3.177419,3.193548,3.058064,3.222581,3.235484,17416.07,21255.28,24600.02,10364.8,34132.53,41123.04,zero
1421,3.193548,3.183871,3.16129,3.03871,3.180645,3.180645,24600.02,22481.69,18688.36,9536.297,21851.91,21851.91,zero
1438,3.158064,3.170968,3.196774,3.090322,3.183871,3.222581,18244.99,20151.48,25394.4,12085.54,22481.69,34132.53,zero
1455,3.212903,3.170968,3.196774,3.029032,3.241935,3.164516,30248.92,20151.48,25394.4,9166.429,45783.38,19152.84,zero
1472,3.177419,3.187097,3.2,3.058064,3.245161,3.167742,21255.28,23147.45,26240.03,10364.8,48524.75,19639.98,zero
1489,3.167742,3.158064,3.167742,3.048387,3.206452,3.222581,19639.98,18244.99,19639.98,9934.615,28106.23,34132.53,zero
1506,3.180645,3.203226,3.193548,3.009677,3.212903,3.229032,21851.91,27142.03,24600.02,8500.668,30248.92,37310.04,zero
1522,3.229032,3.235484,3.167742,3.029032,3.183871,3.229032,37310.04,41123.04,19639.98,9166.429,22481.69,37310.04,zero
1539,3.209677,3.151613,3.177419,3.074193,3.235484,3.212903,29139.31,17416.07,21255.28,11163.71,41123.04,30248.92,zero
1556,3.177419,3.229032,3.245161,3.029032,3.206452,3.212903,21255.28,37310.04,48524.75,9166.429,28106.23,30248.92,zero
1573,3.174194,3.167742,3.241935,3.006452,3.190323,3.187097,20689.25,19639.98,45783.38,8398.242,23852.38,23147.45,zero
1590,3.229032,3.164516,3.209677,3.070968,3.193548,3.174194,37310.04,19152.84,29139.31,10994.93,24600.02,20689.25,zero
1607,3.222581,3.229032,3.164516,3.029032,3.167742,3.203226,34132.53,37310.04,19152.84,9166.429,19639.98,27142.03,zero
