Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.183871,3.187097,3.196774,2.96129,3.23871,3.232258,22481.69,23147.45,25394.4,7169.145,43330.57,39125.75,zero
22,3.167742,3.235484,3.2,2.964516,3.190323,3.209677,19639.98,41123.04,26240.03,7245.964,23852.38,29139.31,zero
41,3.16129,3.170968,3.177419,2.974194,3.254839,3.177419,18688.36,20151.48,21255.28,7485.546,59098.63,21255.28,zero
61,3.16129,3.174194,3.170968,2.990323,3.193548,3.209677,18688.36,20689.25,20151.48,7918.126,24600.02,29139.31,zero
80,3.23871,3.170968,3.216129,2.948387,3.190323,3.23871,43330.57,20151.48,31443.88,6875.965,23852.38,43330.57,zero
98,3.174194,3.235484,3.174194,2.932258,3.203226,3.212903,20689.25,41123.04,20689.25,6538.423,27142.03,30248.92,zero
117,3.174194,3.232258,3.193548,2.932258,3.209677,3.216129,20689.25,39125.75,24600.02,6538.423,29139.31,31443.88,zero
135,3.229032,3.2,3.177419,2.916129,3.183871,3.174194,37310.04,26240.03,21255.28,6229.241,22481.69,20689.25,zero
155,3.209677,3.203226,3.190323,2.945161,3.216129,3.209677,29139.31,27142.03,23852.38,6806.002,31443.88,29139.31,zero
174,3.216129,3.190323,3.216129,2.945161,3.232258,3.219355,31443.88,23852.38,31443.88,6806.002,39125.75,32734.43,zero
196,3.219355,3.241935,3.241935,2.980645,3.180645,3.203226,32734.43,45783.38,45783.38,7653.334,21851.91,27142.03,zero
214,3.235484,3.206452,3.235484,2.932258,3.212903,3.158064,41123.04,28106.23,41123.04,6538.423,30248.92,18244.99,zero
235,3.183871,3.187097,3.23871,2.96129,3.180645,3.212903,22481.69,23147.45,43330.57,7169.145,21851.91,30248.92,zero
256,3.190323,3.180645,3.254839,2.990323,3.216129,3.167742,23852.38,21851.91,59098.63,7918.126,31443.88,19639.98,zero
276,3.16129,3.177419,3.2,2.925807,3.196774,3.222581,18688.36,21255.28,26240.03,6411.554,25394.4,34132.53,zero
295,3.154839,3.212903,3.196774,2.935484,3.219355,3.177419,17821.32,30248.92,25394.4,6603.542,32734.43,21255.28,zero
315,3.174194,3.180645,3.158064,2.916129,3.235484,3.187097,20689.25,21851.91,18244.99,6229.241,41123.04,23147.45,zero
333,3.222581,3.177419,3.183871,2.941936,3.180645,3.158064,34132.53,21255.28,22481.69,6737.299,21851.91,18244.99,zero
355,3.187097,3.16129,3.196774,2.941936,3.2,3.23871,23147.45,18688.36,25394.4,6737.299,26240.03,43330.57,zero
376,3.180645,3.180645,3.232258,2.945161,3.193548,3.222581,21851.91,21851.91,39125.75,6806.002,24600.02,34132.53,zero
396,3.203226,3.203226,3.2,2.945161,3.251613,3.183871,27142.03,27142.03,26240.03,6806.002,55104.05,22481.69,zero
419,3.180645,3.216129,3.190323,2.906451,3.235484,3.170968,21851.91,31443.88,23852.38,6055.899,41123.04,20151.48,zero
439,3.2,3.180645,3.209677,2.951613,3.180645,3.170968,26240.03,21851.91,29139.31,6947.224,21851.91,20151.48,zero
458,3.241935,3.248387,3.177419,2.977419,3.174194,3.174194,45783.38,51608.8,21255.28,7568.602,20689.25,20689.25,zero
