Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.167742,3.151613,3.251613,3.1,3.193548,3.054839,19639.98,17416.07,55104.05,12710,24600.02,10217.63,zero
17,3.167742,3.158064,3.206452,3.087097,3.190323,3.093548,19639.98,18244.99,28106.23,11890,23852.38,12287.18,zero
34,3.216129,3.183871,3.225806,3.048387,3.174194,3.096774,31443.88,22481.69,35652.21,9934.615,20689.25,12495.24,zero
51,3.2,3.177419,3.193548,3.090322,3.203226,3.045161,26240.03,21255.28,24600.02,12085.54,27142.03,9798.481,zero
67,3.170968,3.167742,3.222581,3.093548,3.174194,3.083871,20151.48,19639.98,34132.53,12287.18,20689.25,11700.3,zero
84,3.16129,3.154839,3.219355,3.080645,3.170968,3.080645,18688.36,17821.32,32734.43,11516.17,20151.48,11516.17,zero
101,3.212903,3.154839,3.164516,3.051613,3.167742,3.106452,30248.92,17821.32,19152.84,10074.29,19639.98,13161,zero
118,3.187097,3.170968,3.241935,3.041935,3.235484,3.122581,23147.45,20151.48,45783.38,9665.75,41123.04,14431.99,zero
135,3.164516,3.158064,3.167742,3.03871,3.164516,3.112903,19152.84,18244.99,19639.98,9536.297,19152.84,13643.1,zero
152,3.148387,3.141935,3.190323,3.032258,3.225806,3.087097,17028.07,16299.58,23852.38,9286.748,35652.21,11890,zero
169,3.196774,3.164516,3.16129,3.045161,3.158064,3.141935,25394.4,19152.84,18688.36,9798.481,18244.99,16299.58,zero
186,3.222581,3.219355,3.219355,3.029032,3.212903,3.141935,34132.53,32734.43,32734.43,9166.429,30248.92,16299.58,zero
203,3.183871,3.2,3.158064,3.051613,3.183871,3.177419,22481.69,26240.03,18244.99,10074.29,22481.69,21255.28,zero
219,3.203226,3.167742,3.177419,3.058064,3.2,3.1,27142.03,19639.98,21255.28,10364.8,26240.03,12710,zero
236,3.225806,3.177419,3.203226,3.064516,3.151613,3.1,35652.21,21255.28,27142.03,10671.23,17416.07,12710,zero
253,3.154839,3.167742,3.209677,3.103226,3.158064,3.141935,17821.32,19639.98,29139.31,12931.8,18244.99,16299.58,zero
270,3.235484,3.180645,3.158064,3.067742,3.174194,3.112903,41123.04,21851.91,18244.99,10830.83,20689.25,13643.1,zero
287,3.145161,3.190323,3.164516,3.048387,3.177419,3.116129,16656.24,23852.38,19152.84,9934.615,21255.28,13896.84,zero
304,3.154839,3.187097,3.235484,3.032258,3.170968,3.154839,17821.32,23147.45,41123.04,9286.748,20151.48,17821.32,zero
321,3.180645,3.222581,3.167742,3.109677,3.193548,3.109677,21851.91,34132.53,19639.98,13397.96,24600.02,13397.96,zero
338,3.154839,3.209677,3.196774,3.035484,3.16129,3.080645,17821.32,29139.31,25394.4,9410,18688.36,11516.17,zero
355,3.145161,3.187097,3.222581,3.058064,3.190323,3.106452,16656.24,23147.45,34132.53,10364.8,23852.38,13161,zero
371,3.190323,3.209677,3.158064,3.048387,3.183871,3.109677,23852.38,29139.31,18244.99,9934.615,22481.69,13397.96,zero
388,3.174194,3.164516,3.16129,3.048387,3.222581,3.141935,20689.25,19152.84,18688.36,9934.615,34132.53,16299.58,zero
405,3.154839,3.158064,3.225806,3.051613,3.170968,3.112903,17821.32,18244.99,35652.21,10074.29,20151.48,13643.1,zero
422,3.167742,3.232258,3.174194,3.087097,3.180645,3.093548,19639.98,39125.75,20689.25,11890,21851.91,12287.18,zero
439,3.16129,3.193548,3.212903,3.03871,3.170968,3.106452,18688.36,24600.02,30248.92,9536.297,20151.48,13161,zero
456,3.183871,3.158064,3.203226,3.022581,3.183871,3.151613,22481.69,18244.99,27142.03,8934.187,22481.69,17416.07,zero
473,3.180645,3.183871,3.177419,3.054839,3.183871,3.119355,21851.91,22481.69,21255.28,10217.63,22481.69,14159.64,zero
490,3.187097,3.174194,3.187097,3.080645,3.187097,3.103226,23147.45,20689.25,23147.45,11516.17,23147.45,12931.8,zero
507,3.174194,3.167742,3.174194,3.03871,3.209677,3.125806,20689.25,19639.98,20689.25,9536.297,29139.31,14714.44,zero
524,3.177419,3.193548,3.177419,3.090322,3.206452,3.164516,21255.28,24600.02,21255.28,12085.54,28106.23,19152.84,zero
541,3.164516,3.164516,3.167742,3.080645,3.187097,3.103226,19152.84,19152.84,19639.98,11516.17,23147.45,12931.8,zero
557,3.206452,3.190323,3.203226,3.112903,3.16129,3.103226,28106.23,23852.38,27142.03,13643.1,18688.36,12931.8,zero
575,3.193548,3.196774,3.180645,3.03871,3.154839,3.054839,24600.02,25394.4,21851.91,9536.297,17821.32,10217.63,zero
592,3.216129,3.164516,3.187097,3.06129,3.206452,3.090322,31443.88,19152.84,23147.45,10515.95,28106.23,12085.54,zero
609,3.174194,3.196774,3.219355,3.045161,3.206452,3.151613,20689.25,25394.4,32734.43,9798.481,28106.23,17416.07,zero
625,3.225806,3.141935,3.164516,3.106452,3.2,3.129032,35652.21,16299.58,19152.84,13161,26240.03,15007.54,zero
642,3.158064,3.206452,3.154839,3.058064,3.151613,3.093548,18244.99,28106.23,17821.32,10364.8,17416.07,12287.18,zero
659,3.219355,3.174194,3.232258,3.080645,3.177419,3.090322,32734.43,20689.25,39125.75,11516.17,21255.28,12085.54,zero
676,3.167742,3.2,3.222581,3.048387,3.170968,3.064516,19639.98,26240.03,34132.53,9934.615,20151.48,10671.23,zero
693,3.193548,3.216129,3.174194,3.064516,3.145161,3.077419,24600.02,31443.88,20689.25,10671.23,16656.24,11337.39,zero
710,3.183871,3.148387,3.209677,3.058064,3.174194,3.154839,22481.69,17028.07,29139.31,10364.8,20689.25,17821.32,zero
727,3.180645,3.180645,3.164516,3.083871,3.212903,3.164516,21851.91,21851.91,19152.84,11700.3,30248.92,19152.84,zero
744,3.216129,3.203226,3.193548,3.048387,3.158064,3.154839,31443.88,27142.03,24600.02,9934.615,18244.99,17821.32,zero
761,3.148387,3.216129,3.190323,3.083871,3.177419,3.16129,17028.07,31443.88,23852.38,11700.3,21255.28,18688.36,zero
778,3.167742,3.170968,3.2,3.032258,3.158064,3.090322,19639.98,20151.48,26240.03,9286.748,18244.99,12085.54,zero
795,3.151613,3.167742,3.229032,3.064516,3.212903,3.06129,17416.07,19639.98,37310.04,10671.23,30248.92,10515.95,zero
812,3.206452,3.170968,3.158064,3.041935,3.167742,3.087097,28106.23,20151.48,18244.99,9665.75,19639.98,11890,zero
828,3.193548,3.170968,3.212903,3.041935,3.174194,3.058064,24600.02,20151.48,30248.92,9665.75,20689.25,10364.8,zero
