Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label
0,3.196774,3.183871,3.196774,2.909677,3.241935,3.219355,25394.4,22481.69,25394.4,6112.726,45783.38,32734.43,zero
18,3.251613,3.254839,3.241935,2.912903,3.196774,3.222581,55104.05,59098.63,45783.38,6170.498,25394.4,34132.53,zero
37,3.203226,3.229032,3.216129,2.980645,3.196774,3.206452,27142.03,37310.04,31443.88,7653.334,25394.4,28106.23,zero
57,3.212903,3.196774,3.193548,2.951613,3.193548,3.177419,30248.92,25394.4,24600.02,6947.224,24600.02,21255.28,zero
78,3.187097,3.258065,3.212903,2.935484,3.251613,3.183871,23147.45,63707.75,30248.92,6603.542,55104.05,22481.69,zero
96,3.167742,3.190323,3.258065,2.945161,3.222581,3.229032,19639.98,23852.38,63707.75,6806.002,34132.53,37310.04,zero
116,3.180645,3.23871,3.2,2.922581,3.258065,3.174194,21851.91,43330.57,26240.03,6349.746,63707.75,20689.25,zero
135,3.183871,3.187097,3.196774,2.990323,3.183871,3.209677,22481.69,23147.45,25394.4,7918.126,22481.69,29139.31,zero
155,3.254839,3.254839,3.245161,2.919355,3.196774,3.225806,59098.63,59098.63,48524.75,6288.985,25394.4,35652.21,zero
176,3.190323,3.248387,3.187097,2.967742,3.203226,3.23871,23852.38,51608.8,23147.45,7324.274,27142.03,43330.57,zero
200,3.222581,3.190323,3.187097,2.935484,3.190323,3.203226,34132.53,23852.38,23147.45,6603.542,23852.38,27142.03,zero
220,3.2,3.229032,3.222581,2.990323,3.196774,3.235484,26240.03,37310.04,34132.53,7918.126,25394.4,41123.04,zero
240,3.177419,3.2,3.26129,2.925807,3.222581,3.225806,21255.28,26240.03,69085.06,6411.554,34132.53,35652.21,zero
259,3.187097,3.203226,3.190323,2.993548,3.183871,3.222581,23147.45,27142.03,23852.38,8010.107,22481.69,34132.53,zero
280,3.183871,3.235484,3.187097,2.935484,3.180645,3.222581,22481.69,41123.04,23147.45,6603.542,21851.91,34132.53,zero
300,3.219355,3.232258,3.183871,2.922581,3.196774,3.190323,32734.43,39125.75,22481.69,6349.746,25394.4,23852.38,zero
322,3.174194,3.196774,3.216129,2.958065,3.187097,3.209677,20689.25,25394.4,31443.88,7093.775,23147.45,29139.31,zero
339,3.196774,3.209677,3.216129,2.990323,3.229032,3.248387,25394.4,29139.31,31443.88,7918.126,37310.04,51608.8,zero
360,3.235484,3.254839,3.203226,2.951613,3.245161,3.196774,41123.04,59098.63,27142.03,6947.224,48524.75,25394.4,zero
381,3.190323,3.187097,3.196774,2.945161,3.187097,3.222581,23852.38,23147.45,25394.4,6806.002,23147.45,34132.53,zero
401,3.219355,3.254839,3.219355,3,3.23871,3.235484,32734.43,59098.63,32734.43,8200.002,43330.57,41123.04,zero
422,3.248387,3.216129,3.254839,2.990323,3.190323,3.251613,51608.8,31443.88,59098.63,7918.126,23852.38,55104.05,zero
441,3.180645,3.225806,3.193548,2.964516,3.183871,3.23871,21851.91,35652.21,24600.02,7245.964,22481.69,43330.57,zero
459,3.219355,3.2,3.206452,2.948387,3.190323,3.196774,32734.43,26240.03,28106.23,6875.965,23852.38,25394.4,zero
479,3.206452,3.248387,3.196774,2.970968,3.193548,3.177419,28106.23,51608.8,25394.4,7404.12,24600.02,21255.28,zero
497,3.190323,3.196774,3.219355,2.941936,3.212903,3.225806,23852.38,25394.4,32734.43,6737.299,30248.92,35652.21,zero
518,3.180645,3.190323,3.196774,2.996774,3.190323,3.177419,21851.91,23852.38,25394.4,8104.044,23852.38,21255.28,zero
536,3.248387,3.232258,3.183871,2.980645,3.251613,3.187097,51608.8,39125.75,22481.69,7653.334,55104.05,23147.45,zero
556,3.187097,3.254839,3.264516,2.951613,3.196774,3.209677,23147.45,59098.63,75440.07,6947.224,25394.4,29139.31,zero
575,3.225806,3.177419,3.196774,2.932258,3.183871,3.212903,35652.21,21255.28,25394.4,6538.423,22481.69,30248.92,zero
594,3.193548,3.212903,3.219355,2.983871,3.222581,3.183871,24600.02,30248.92,32734.43,7739.797,34132.53,22481.69,zero
612,3.209677,3.193548,3.193548,2.983871,3.212903,3.174194,29139.31,24600.02,24600.02,7739.797,30248.92,20689.25,zero
631,3.203226,3.177419,3.206452,2.951613,3.187097,3.241935,27142.03,21255.28,28106.23,6947.224,23147.45,45783.38,zero
651,3.183871,3.170968,3.229032,2.996774,3.2,3.193548,22481.69,20151.48,37310.04,8104.044,26240.03,24600.02,zero
669,3.222581,3.167742,3.196774,2.948387,3.225806,3.225806,34132.53,19639.98,25394.4,6875.965,35652.21,35652.21,zero
688,3.190323,3.222581,3.2,2.925807,3.222581,3.16129,23852.38,34132.53,26240.03,6411.554,34132.53,18688.36,zero
708,3.170968,3.229032,3.203226,2.987097,3.235484,3.225806,20151.48,37310.04,27142.03,7828.042,41123.04,35652.21,zero
728,3.180645,3.177419,3.26129,2.93871,3.232258,3.196774,21851.91,21255.28,69085.06,6669.824,39125.75,25394.4,zero
748,3.212903,3.212903,3.23871,2.996774,3.196774,3.193548,30248.92,30248.92,43330.57,8104.044,25394.4,24600.02,zero
767,3.235484,3.209677,3.2,2.96129,3.180645,3.206452,41123.04,29139.31,26240.03,7169.145,21851.91,28106.23,zero
787,3.2,3.177419,3.193548,2.987097,3.241935,3.219355,26240.03,21255.28,24600.02,7828.042,45783.38,32734.43,zero
805,3.203226,3.206452,3.196774,2.945161,3.232258,3.209677,27142.03,28106.23,25394.4,6806.002,39125.75,29139.31,zero
822,3.183871,3.216129,3.177419,2.974194,3.235484,3.177419,22481.69,31443.88,21255.28,7485.546,41123.04,21255.28,zero
841,3.187097,3.209677,3.2,2.935484,3.216129,3.193548,23147.45,29139.31,26240.03,6603.542,31443.88,24600.02,zero
860,3.174194,3.190323,3.23871,2.941936,3.222581,3.254839,20689.25,23852.38,43330.57,6737.299,34132.53,59098.63,zero
880,3.190323,3.183871,3.196774,2.935484,3.258065,3.190323,23852.38,22481.69,25394.4,6603.542,63707.75,23852.38,zero
897,3.216129,3.245161,3.187097,2.977419,3.2,3.180645,31443.88,48524.75,23147.45,7568.602,26240.03,21851.91,zero
915,3.2,3.23871,3.209677,2.983871,3.180645,3.187097,26240.03,43330.57,29139.31,7739.797,21851.91,23147.45,zero
933,3.219355,3.216129,3.267742,2.945161,3.206452,3.216129,32734.43,31443.88,83066.08,6806.002,28106.23,31443.88,zero
952,3.177419,3.209677,3.180645,2.93871,3.203226,3.180645,21255.28,29139.31,21851.91,6669.824,27142.03,21851.91,zero
973,3.206452,3.209677,3.187097,2.977419,3.232258,3.2,28106.23,29139.31,23147.45,7568.602,39125.75,26240.03,zero
995,3.180645,3.190323,3.2,2.958065,3.209677,3.177419,21851.91,23852.38,26240.03,7093.775,29139.31,21255.28,zero
1018,3.187097,3.187097,3.190323,3.009677,3.180645,3.187097,23147.45,23147.45,23852.38,8500.668,21851.91,23147.45,zero
1036,3.225806,3.170968,3.183871,2.974194,3.23871,3.170968,35652.21,20151.48,22481.69,7485.546,43330.57,20151.48,zero
1054,3.193548,3.174194,3.180645,2.948387,3.206452,3.219355,24600.02,20689.25,21851.91,6875.965,28106.23,32734.43,zero
1073,3.216129,3.229032,3.203226,2.990323,3.177419,3.174194,31443.88,37310.04,27142.03,7918.126,21255.28,20689.25,zero
1092,3.222581,3.212903,3.190323,2.951613,3.23871,3.190323,34132.53,30248.92,23852.38,6947.224,43330.57,23852.38,zero
1111,3.219355,3.167742,3.212903,2.967742,3.174194,3.203226,32734.43,19639.98,30248.92,7324.274,20689.25,27142.03,zero
1128,3.219355,3.219355,3.193548,3.019355,3.190323,3.174194,32734.43,32734.43,24600.02,8822.07,23852.38,20689.25,zero
1146,3.251613,3.180645,3.222581,2.977419,3.2,3.222581,55104.05,21851.91,34132.53,7568.602,26240.03,34132.53,zero
1163,3.254839,3.187097,3.190323,2.990323,3.196774,3.164516,59098.63,23147.45,23852.38,7918.126,25394.4,19152.84,zero
1181,3.187097,3.241935,3.196774,2.96129,3.203226,3.225806,23147.45,45783.38,25394.4,7169.145,27142.03,35652.21,zero
