Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label,FileName
2839,3.145161,2.980645,0.254839,2.551613,3.135484,2.767742,16656.24,7653.334,68.62288,2795.776,15628.23,4264.0,tiptoe,tiptoe_01_Xie.csv
2856,3.141935,2.964516,0.293548,2.56129,3.167742,2.812903,16299.58,7245.964,80.06437,2843.144,19639.98,4735.364,tiptoe,tiptoe_01_Xie.csv
2873,3.190323,2.970968,0.358065,2.541935,3.109677,2.770968,23852.38,7404.12,99.80262,2749.617,13397.96,4295.0,tiptoe,tiptoe_01_Xie.csv
2890,3.106452,2.964516,0.354839,2.509677,3.145161,2.758065,13161.0,7245.964,98.79517,2603.918,16656.24,4173.214,tiptoe,tiptoe_01_Xie.csv
2907,3.180645,2.96129,0.370968,2.532258,3.158064,2.796774,21851.91,7169.145,103.8546,2704.622,18244.99,4557.308,tiptoe,tiptoe_01_Xie.csv
2925,3.135484,2.96129,0.351613,2.516129,3.13871,2.777419,15628.23,7169.145,97.78993,2632.099,15957.19,4358.148,tiptoe,tiptoe_01_Xie.csv
2942,3.119355,3.022581,0.358065,2.512903,3.154839,2.745161,14159.64,8934.187,99.80262,2617.951,17821.32,4057.093,tiptoe,tiptoe_01_Xie.csv
2959,3.135484,2.954839,0.358065,2.506452,3.151613,2.764516,15628.23,7019.815,99.80262,2590.0,17416.07,4233.374,tiptoe,tiptoe_01_Xie.csv
2976,3.135484,2.977419,0.351613,2.53871,3.145161,2.774194,15628.23,7568.602,97.78993,2734.491,16656.24,4326.381,tiptoe,tiptoe_01_Xie.csv
2993,3.106452,2.993548,0.387097,2.564516,3.132258,2.751613,13161.0,8010.107,108.9701,2859.21,15311.92,4114.471,tiptoe,tiptoe_01_Xie.csv
3011,3.135484,2.990323,0.383871,2.529032,3.145161,2.764516,15628.23,7918.126,107.9425,2689.875,16656.24,4233.374,tiptoe,tiptoe_01_Xie.csv
3028,3.180645,3.035484,0.354839,2.554839,3.167742,2.780645,21851.91,9410.0,98.79517,2811.428,19639.98,4390.311,tiptoe,tiptoe_01_Xie.csv
3045,3.13871,3.025806,0.383871,2.535484,3.122581,2.751613,15957.19,9048.941,107.9425,2719.494,14431.99,4114.471,tiptoe,tiptoe_01_Xie.csv
3063,3.116129,3.022581,0.387097,2.535484,3.129032,2.758065,13896.84,8934.187,108.9701,2719.494,15007.54,4173.214,tiptoe,tiptoe_01_Xie.csv
3080,3.180645,2.980645,0.387097,2.545161,3.183871,2.774194,21851.91,7653.334,108.9701,2764.872,22481.69,4326.381,tiptoe,tiptoe_01_Xie.csv
3097,3.151613,3.06129,0.390323,2.551613,3.170968,2.8,17416.07,10515.95,110.0,2795.776,20151.48,4592.0,tiptoe,tiptoe_01_Xie.csv
3114,3.125806,2.980645,0.429032,2.525806,3.119355,2.783871,14714.44,7653.334,122.5393,2675.25,14159.64,4422.875,tiptoe,tiptoe_01_Xie.csv
3131,3.151613,3.035484,0.412903,2.541935,3.125806,2.780645,17416.07,9410.0,117.2738,2749.617,14714.44,4390.311,tiptoe,tiptoe_01_Xie.csv
3148,3.180645,2.996774,0.409677,2.554839,3.16129,2.770968,21851.91,8104.044,116.2277,2811.428,18688.36,4295.0,tiptoe,tiptoe_01_Xie.csv
3166,3.164516,3.006452,0.441935,2.532258,3.148387,2.816129,19152.84,8398.242,126.7946,2704.622,17028.07,4772.4,tiptoe,tiptoe_01_Xie.csv
3183,3.180645,2.990323,0.451613,2.53871,3.164516,2.806452,21851.91,7918.126,130.0113,2734.491,19152.84,4662.745,tiptoe,tiptoe_01_Xie.csv
3200,3.148387,2.977419,0.448387,2.516129,3.132258,2.748387,17028.07,7568.602,128.9367,2632.099,15311.92,4085.615,tiptoe,tiptoe_01_Xie.csv
3217,3.125806,3.022581,0.577419,2.535484,3.125806,2.770968,14714.44,8934.187,173.91,2719.494,14714.44,4295.0,tiptoe,tiptoe_01_Xie.csv
3234,3.119355,3.025806,0.396774,2.545161,3.145161,2.8,14159.64,9048.941,112.0667,2764.872,16656.24,4592.0,tiptoe,tiptoe_01_Xie.csv
3251,3.190323,3.022581,0.43871,2.535484,3.164516,2.754839,23852.38,8934.187,125.7272,2719.494,19152.84,4143.669,tiptoe,tiptoe_01_Xie.csv
3269,3.119355,2.958065,0.609677,2.532258,3.141935,2.76129,14159.64,7093.775,185.8273,2704.622,16299.58,4203.114,tiptoe,tiptoe_01_Xie.csv
3286,3.141935,2.912903,0.445161,2.522581,3.158064,2.796774,16299.58,6170.498,127.8644,2660.747,18244.99,4557.308,tiptoe,tiptoe_01_Xie.csv
3303,3.135484,2.941936,0.480645,2.567742,3.190323,2.783871,15628.23,6737.299,139.7941,2875.418,23852.38,4422.875,tiptoe,tiptoe_01_Xie.csv
3321,3.180645,2.93871,0.325806,2.554839,3.154839,2.770968,21851.91,6669.824,89.82646,2811.428,17821.32,4295.0,tiptoe,tiptoe_01_Xie.csv
3338,3.174194,2.96129,0.512903,2.522581,3.132258,2.767742,20689.25,7169.145,150.9028,2660.747,15311.92,4264.0,tiptoe,tiptoe_01_Xie.csv
3355,3.125806,2.958065,0.480645,2.535484,3.180645,2.76129,14714.44,7093.775,139.7941,2719.494,21851.91,4203.114,tiptoe,tiptoe_01_Xie.csv
3372,3.141935,2.958065,0.577419,2.548387,3.132258,2.806452,16299.58,7093.775,173.91,2780.258,15311.92,4662.745,tiptoe,tiptoe_01_Xie.csv
3389,3.135484,3.009677,0.625806,2.509677,3.119355,2.796774,15628.23,8500.668,191.8939,2603.918,14159.64,4557.308,tiptoe,tiptoe_01_Xie.csv
3406,3.122581,2.974194,0.622581,2.519355,3.167742,2.777419,14431.99,7485.546,190.6747,2646.364,19639.98,4358.148,tiptoe,tiptoe_01_Xie.csv
3424,3.13871,2.93871,0.545161,2.532258,3.116129,2.774194,15957.19,6669.824,162.2717,2704.622,13896.84,4326.381,tiptoe,tiptoe_01_Xie.csv
3441,3.125806,2.964516,0.564516,2.516129,3.109677,2.793548,14714.44,7245.964,169.2217,2632.099,13397.96,4523.057,tiptoe,tiptoe_01_Xie.csv
3458,3.122581,2.951613,0.551613,2.558064,3.125806,2.783871,14431.99,6947.224,164.5775,2827.217,14714.44,4422.875,tiptoe,tiptoe_01_Xie.csv
3476,3.145161,2.96129,0.554839,2.519355,3.141935,2.767742,16656.24,7169.145,165.7344,2646.364,16299.58,4264.0,tiptoe,tiptoe_01_Xie.csv
3493,3.119355,2.954839,0.554839,2.532258,3.174194,2.770968,14159.64,7019.815,165.7344,2704.622,20689.25,4295.0,tiptoe,tiptoe_01_Xie.csv
3510,3.129032,2.954839,0.677419,2.535484,3.174194,2.758065,15007.54,7019.815,211.8081,2719.494,20689.25,4173.214,tiptoe,tiptoe_01_Xie.csv
3527,3.125806,2.964516,0.790323,2.541935,3.151613,2.754839,14714.44,7245.964,258.2262,2749.617,17416.07,4143.669,tiptoe,tiptoe_01_Xie.csv
3544,3.112903,3.029032,0.748387,2.574193,3.16129,2.748387,13643.1,9166.429,240.5057,2908.266,18688.36,4085.615,tiptoe,tiptoe_01_Xie.csv
3562,3.158064,2.974194,0.922581,2.512903,3.119355,2.751613,18244.99,7485.546,318.209,2617.951,14159.64,4114.471,tiptoe,tiptoe_01_Xie.csv
3579,3.122581,2.951613,0.896774,2.522581,3.125806,2.748387,14431.99,6947.224,305.9866,2660.747,14714.44,4085.615,tiptoe,tiptoe_01_Xie.csv
3596,3.135484,2.987097,1.077419,2.519355,3.145161,2.770968,15628.23,7828.042,397.5036,2646.364,16656.24,4295.0,tiptoe,tiptoe_01_Xie.csv
3613,3.112903,3.035484,0.951613,2.519355,3.119355,2.8,13643.1,9410.0,332.2802,2646.364,14159.64,4592.0,tiptoe,tiptoe_01_Xie.csv
3630,3.16129,2.977419,0.851613,2.522581,3.119355,2.748387,18688.36,7568.602,285.2174,2660.747,14159.64,4085.615,tiptoe,tiptoe_01_Xie.csv
3647,3.141935,3.009677,0.864516,2.519355,3.135484,2.754839,16299.58,8500.668,291.0728,2646.364,15628.23,4143.669,tiptoe,tiptoe_01_Xie.csv
3665,3.1,2.970968,0.958064,2.558064,3.135484,2.822581,12710.0,7404.12,335.4545,2827.217,15628.23,4847.973,tiptoe,tiptoe_01_Xie.csv
3682,3.13871,2.980645,1.019355,2.519355,3.112903,2.764516,15957.19,7653.334,366.5064,2646.364,13643.1,4233.374,tiptoe,tiptoe_01_Xie.csv
3699,3.096774,2.983871,0.970968,2.558064,3.132258,2.76129,12495.24,7739.797,341.856,2827.217,15311.92,4203.114,tiptoe,tiptoe_01_Xie.csv
3716,3.119355,2.996774,1.093548,2.545161,3.141935,2.787097,14159.64,8104.044,406.4035,2764.872,16299.58,4455.849,tiptoe,tiptoe_01_Xie.csv
3733,3.183871,2.990323,1.06129,2.574193,3.129032,2.748387,22481.69,7918.126,388.732,2908.266,15007.54,4085.615,tiptoe,tiptoe_01_Xie.csv
3751,3.141935,3.0,0.919355,2.541935,3.154839,2.770968,16299.58,8200.002,316.6666,2749.617,17821.32,4295.0,tiptoe,tiptoe_01_Xie.csv
3768,3.183871,3.025806,0.919355,2.519355,3.132258,2.764516,22481.69,9048.941,316.6666,2646.364,15311.92,4233.374,tiptoe,tiptoe_01_Xie.csv
3785,3.187097,3.048387,0.854839,2.567742,3.132258,2.774194,23147.45,9934.615,286.6754,2875.418,15311.92,4326.381,tiptoe,tiptoe_01_Xie.csv
3802,3.132258,3.054839,0.880645,2.519355,3.119355,2.76129,15311.92,10217.63,298.48,2646.364,14159.64,4203.114,tiptoe,tiptoe_01_Xie.csv
3819,3.141935,3.029032,0.96129,2.535484,3.106452,2.812903,16299.58,9166.429,337.0483,2719.494,13161.0,4735.364,tiptoe,tiptoe_01_Xie.csv
3837,3.119355,2.983871,0.932258,2.496774,3.122581,2.790323,14159.64,7739.797,322.8611,2548.916,14431.99,4489.241,tiptoe,tiptoe_01_Xie.csv
3854,3.125806,3.009677,0.874194,2.532258,3.145161,2.783871,14714.44,8500.668,295.5053,2704.622,16656.24,4422.875,tiptoe,tiptoe_01_Xie.csv
3871,3.151613,2.958065,0.874194,2.541935,3.183871,2.767742,17416.07,7093.775,295.5053,2749.617,22481.69,4264.0,tiptoe,tiptoe_01_Xie.csv
3888,3.177419,2.993548,0.651613,2.525806,3.116129,2.754839,21255.28,8010.107,201.754,2675.25,13896.84,4143.669,tiptoe,tiptoe_01_Xie.csv
3906,3.125806,2.977419,0.574194,2.56129,3.16129,2.764516,14714.44,7568.602,172.7337,2843.144,18688.36,4233.374,tiptoe,tiptoe_01_Xie.csv
3923,3.170968,2.983871,0.606452,2.525806,3.116129,2.774194,20151.48,7739.797,184.6228,2675.25,13896.84,4326.381,tiptoe,tiptoe_01_Xie.csv
3940,3.129032,2.974194,0.596774,2.516129,3.174194,2.758065,15007.54,7485.546,181.0262,2632.099,20689.25,4173.214,tiptoe,tiptoe_01_Xie.csv
3958,3.109677,2.987097,0.625806,2.535484,3.132258,2.767742,13397.96,7828.042,191.8939,2719.494,15311.92,4264.0,tiptoe,tiptoe_01_Xie.csv
3975,3.164516,3.019355,0.548387,2.519355,3.141935,2.793548,19152.84,8822.07,163.4232,2646.364,16299.58,4523.057,tiptoe,tiptoe_01_Xie.csv
3993,3.170968,3.003226,0.570968,2.53871,3.109677,2.764516,20151.48,8298.045,171.5603,2734.491,13397.96,4233.374,tiptoe,tiptoe_01_Xie.csv
4010,3.164516,3.016129,0.396774,2.535484,3.129032,2.751613,19152.84,8712.501,112.0667,2719.494,15007.54,4114.471,tiptoe,tiptoe_01_Xie.csv
4027,3.109677,2.977419,0.53871,2.567742,3.148387,2.764516,13397.96,7568.602,159.9766,2875.418,17028.07,4233.374,tiptoe,tiptoe_01_Xie.csv
4044,3.154839,2.974194,0.725806,2.519355,3.13871,2.758065,17821.32,7485.546,231.203,2646.364,15957.19,4173.214,tiptoe,tiptoe_01_Xie.csv
4062,3.116129,2.967742,0.719355,2.512903,3.167742,2.819355,13896.84,7324.274,228.575,2617.951,19639.98,4809.933,tiptoe,tiptoe_01_Xie.csv
4079,3.125806,3.009677,0.722581,2.570968,3.119355,2.764516,14714.44,8500.668,229.8874,2891.77,14159.64,4233.374,tiptoe,tiptoe_01_Xie.csv
4096,3.148387,3.012903,0.870968,2.522581,3.129032,2.754839,17028.07,8605.394,294.0239,2660.747,15007.54,4143.669,tiptoe,tiptoe_01_Xie.csv
4113,3.151613,3.067742,0.945161,2.509677,3.135484,2.770968,17416.07,10830.83,329.1233,2603.918,15628.23,4295.0,tiptoe,tiptoe_01_Xie.csv
4130,3.158064,3.070968,0.990323,2.529032,3.145161,2.806452,18244.99,10994.93,351.5922,2689.875,16656.24,4662.745,tiptoe,tiptoe_01_Xie.csv
4148,3.167742,3.032258,0.958064,2.554839,3.119355,2.76129,19639.98,9286.748,335.4545,2811.428,14159.64,4203.114,tiptoe,tiptoe_01_Xie.csv
4165,3.109677,3.045161,1.03871,2.512903,3.132258,2.754839,13397.96,9798.481,376.6619,2617.951,15311.92,4143.669,tiptoe,tiptoe_01_Xie.csv
4182,3.148387,3.074193,0.958064,2.564516,3.119355,2.816129,17028.07,11163.71,335.4545,2859.21,14159.64,4772.4,tiptoe,tiptoe_01_Xie.csv
4200,3.135484,2.448387,0.977419,2.519355,3.112903,2.754839,15628.23,2357.5,345.0833,2646.364,13643.1,4143.669,tiptoe,tiptoe_01_Xie.csv
4217,3.158064,2.406451,0.977419,2.541935,3.190323,2.777419,18244.99,2208.375,345.0833,2749.617,23852.38,4358.148,tiptoe,tiptoe_01_Xie.csv
4234,3.183871,2.425807,0.958064,2.53871,3.13871,2.780645,22481.69,2275.425,335.4545,2734.491,15957.19,4390.311,tiptoe,tiptoe_01_Xie.csv
4252,3.158064,2.425807,0.8,2.53871,3.158064,2.806452,18244.99,2275.425,262.4,2734.491,18244.99,4662.745,tiptoe,tiptoe_01_Xie.csv
4269,3.190323,2.393548,0.725806,2.567742,3.180645,2.764516,23852.38,2165.267,231.203,2875.418,21851.91,4233.374,tiptoe,tiptoe_01_Xie.csv
4287,3.16129,2.419355,0.680645,2.541935,3.125806,2.816129,18688.36,2252.748,213.0788,2749.617,14714.44,4772.4,tiptoe,tiptoe_01_Xie.csv
4304,3.158064,2.435484,0.722581,2.53871,3.174194,2.777419,18244.99,2310.075,229.8874,2734.491,20689.25,4358.148,tiptoe,tiptoe_01_Xie.csv
4321,3.116129,2.416129,0.945161,2.548387,3.164516,2.76129,13896.84,2241.533,329.1233,2780.258,19152.84,4203.114,tiptoe,tiptoe_01_Xie.csv
4339,3.122581,2.412903,0.609677,2.53871,3.135484,2.758065,14431.99,2230.4,185.8273,2734.491,15628.23,4173.214,tiptoe,tiptoe_01_Xie.csv
4356,3.151613,2.412903,0.780645,2.529032,3.13871,2.76129,17416.07,2230.4,254.0845,2689.875,15957.19,4203.114,tiptoe,tiptoe_01_Xie.csv
4373,3.164516,2.954839,0.612903,2.522581,3.148387,2.767742,19152.84,7019.815,187.0348,2660.747,17028.07,4264.0,tiptoe,tiptoe_01_Xie.csv
4390,3.125806,2.896774,0.670968,2.532258,3.13871,2.787097,14714.44,5890.878,209.2761,2704.622,15957.19,4455.849,tiptoe,tiptoe_01_Xie.csv
4407,3.135484,2.983871,0.790323,2.535484,3.125806,2.796774,15628.23,7739.797,258.2262,2719.494,14714.44,4557.308,tiptoe,tiptoe_01_Xie.csv
4424,3.112903,2.974194,0.803226,2.532258,3.122581,2.76129,13643.1,7485.546,263.7985,2704.622,14431.99,4203.114,tiptoe,tiptoe_01_Xie.csv
4441,3.135484,2.93871,0.645161,2.580645,3.2,2.770968,15628.23,6669.824,199.271,2941.704,26240.03,4295.0,tiptoe,tiptoe_01_Xie.csv
4459,3.125806,2.964516,0.967742,2.551613,3.141935,2.76129,14714.44,7245.964,340.249,2795.776,16299.58,4203.114,tiptoe,tiptoe_01_Xie.csv
4476,3.129032,3.106452,0.916129,2.545161,3.141935,2.767742,15007.54,13161.0,315.1285,2764.872,16299.58,4264.0,tiptoe,tiptoe_01_Xie.csv
4493,3.132258,3.090322,0.503226,2.53871,3.174194,2.780645,15311.92,12085.54,147.5432,2734.491,20689.25,4390.311,tiptoe,tiptoe_01_Xie.csv
4510,3.135484,3.083871,0.635484,2.541935,3.170968,2.787097,15628.23,11700.3,195.569,2749.617,20151.48,4455.849,tiptoe,tiptoe_01_Xie.csv
4527,3.119355,3.129032,0.325806,2.551613,3.167742,2.783871,14159.64,15007.54,89.82646,2795.776,19639.98,4422.875,tiptoe,tiptoe_01_Xie.csv
4545,3.16129,3.122581,0.470968,2.593548,3.13871,2.774194,18688.36,14431.99,136.5108,3010.411,15957.19,4326.381,tiptoe,tiptoe_01_Xie.csv
4562,3.125806,3.109677,0.248387,2.574193,3.190323,2.777419,14714.44,13397.96,66.74419,2908.266,23852.38,4358.148,tiptoe,tiptoe_01_Xie.csv
4579,3.13871,3.080645,0.245161,2.590322,3.180645,2.770968,15957.19,11516.17,65.80782,2993.0,21851.91,4295.0,tiptoe,tiptoe_01_Xie.csv
4596,3.112903,3.080645,0.235484,2.56129,3.148387,2.76129,13643.1,11516.17,63.01053,2843.144,17028.07,4203.114,tiptoe,tiptoe_01_Xie.csv
4613,3.187097,3.109677,0.23871,2.564516,3.116129,2.754839,23147.45,13397.96,63.94099,2859.21,13896.84,4143.669,tiptoe,tiptoe_01_Xie.csv
4631,3.135484,3.154839,0.248387,2.590322,3.158064,2.767742,15628.23,17821.32,66.74419,2993.0,18244.99,4264.0,tiptoe,tiptoe_01_Xie.csv
4648,3.129032,3.077419,0.383871,2.554839,3.183871,2.770968,15007.54,11337.39,107.9425,2811.428,22481.69,4295.0,tiptoe,tiptoe_01_Xie.csv
4665,3.132258,3.103226,0.474194,2.56129,3.129032,2.819355,15311.92,12931.8,137.6027,2843.144,15007.54,4809.933,tiptoe,tiptoe_01_Xie.csv
4682,3.141935,3.087097,0.593548,2.577419,3.112903,2.758065,16299.58,11890.0,179.8331,2924.911,13643.1,4173.214,tiptoe,tiptoe_01_Xie.csv
4699,3.132258,3.103226,0.512903,2.574193,3.16129,2.767742,15311.92,12931.8,150.9028,2908.266,18688.36,4264.0,tiptoe,tiptoe_01_Xie.csv
4716,3.141935,3.106452,0.3,2.580645,3.193548,2.770968,16299.58,13161.0,81.99999,2941.704,24600.02,4295.0,tiptoe,tiptoe_01_Xie.csv
4733,3.177419,3.087097,0.329032,2.645161,3.190323,2.822581,21255.28,11890.0,90.81432,3312.315,23852.38,4847.973,tiptoe,tiptoe_01_Xie.csv
4750,3.122581,3.158064,0.322581,2.6,3.132258,2.758065,14431.99,18244.99,88.84074,3045.714,15311.92,4173.214,tiptoe,tiptoe_01_Xie.csv
4768,3.196774,3.129032,0.309677,2.616129,3.183871,2.754839,25394.4,15007.54,84.9191,3136.886,22481.69,4143.669,tiptoe,tiptoe_01_Xie.csv
4785,3.135484,3.187097,0.303226,2.619355,3.135484,2.777419,15628.23,23147.45,82.97094,3155.639,15628.23,4358.148,tiptoe,tiptoe_01_Xie.csv
4802,3.122581,3.16129,0.341935,2.674194,3.129032,2.803226,14431.99,18688.36,94.78735,3504.021,15007.54,4627.143,tiptoe,tiptoe_01_Xie.csv
4820,3.112903,3.122581,0.280645,2.670968,3.148387,2.809677,13643.1,14431.99,76.21795,3481.847,17028.07,4698.815,tiptoe,tiptoe_01_Xie.csv
4837,3.145161,3.13871,0.535484,2.622581,3.125806,2.764516,16656.24,15957.19,158.8331,3174.571,14714.44,4233.374,tiptoe,tiptoe_01_Xie.csv
4854,3.116129,3.180645,0.590323,2.645161,3.135484,2.76129,13896.84,21851.91,178.6429,3312.315,15628.23,4203.114,tiptoe,tiptoe_01_Xie.csv
4871,3.158064,3.164516,0.580645,2.645161,3.177419,2.767742,18244.99,19152.84,175.089,3312.315,21255.28,4264.0,tiptoe,tiptoe_01_Xie.csv
4888,3.145161,3.145161,0.56129,2.625806,3.125806,2.751613,16656.24,16656.24,168.0565,3193.684,14714.44,4114.471,tiptoe,tiptoe_01_Xie.csv
4906,3.16129,3.154839,0.53871,2.696774,3.183871,2.767742,18688.36,17821.32,159.9766,3665.883,22481.69,4264.0,tiptoe,tiptoe_01_Xie.csv
4923,3.167742,3.158064,0.487097,2.667742,3.122581,2.774194,19639.98,18244.99,141.9954,3459.898,14431.99,4326.381,tiptoe,tiptoe_01_Xie.csv
4940,3.151613,3.141935,0.467742,2.66129,3.170968,2.758065,17416.07,16299.58,135.4214,3416.666,20151.48,4173.214,tiptoe,tiptoe_01_Xie.csv
4957,3.109677,3.167742,0.364516,2.680645,3.196774,2.764516,13397.96,19639.98,101.8242,3549.063,25394.4,4233.374,tiptoe,tiptoe_01_Xie.csv
4974,3.174194,3.116129,0.63871,2.674194,3.177419,2.754839,20689.25,13896.84,196.8,3504.021,21255.28,4143.669,tiptoe,tiptoe_01_Xie.csv
4991,3.122581,3.106452,1.458064,2.658064,3.116129,2.803226,14431.99,13161.0,649.1068,3395.376,13896.84,4627.143,tiptoe,tiptoe_01_Xie.csv
5008,3.103226,3.158064,2.590322,2.651613,3.103226,2.748387,12931.8,18244.99,2993.0,3353.432,12931.8,4085.615,tiptoe,tiptoe_01_Xie.csv
5026,3.106452,3.158064,3.083871,2.632258,3.125806,2.735484,13161.0,18244.99,11700.3,3232.463,14714.44,3973.486,tiptoe,tiptoe_01_Xie.csv
5043,3.119355,3.13871,3.135484,2.616129,3.135484,2.809677,14159.64,15957.19,15628.23,3136.886,15628.23,4698.815,tiptoe,tiptoe_01_Xie.csv
5060,3.109677,3.154839,3.090322,2.625806,3.154839,2.803226,13397.96,17821.32,12085.54,3193.684,17821.32,4627.143,tiptoe,tiptoe_01_Xie.csv
5078,3.135484,3.119355,3.093548,2.693548,3.109677,2.783871,15628.23,14159.64,12287.18,3642.022,13397.96,4422.875,tiptoe,tiptoe_01_Xie.csv
5095,3.125806,3.106452,3.125806,2.635484,3.135484,2.725806,14714.44,13161.0,14714.44,3252.135,15628.23,3892.697,tiptoe,tiptoe_01_Xie.csv
5112,3.093548,3.096774,3.103226,2.629032,3.112903,2.777419,12287.18,12495.24,12931.8,3212.98,13643.1,4358.148,tiptoe,tiptoe_01_Xie.csv
5129,3.103226,3.093548,3.1,2.687097,3.119355,2.790323,12931.8,12287.18,12710.0,3595.053,14159.64,4489.241,tiptoe,tiptoe_01_Xie.csv
5147,3.096774,3.096774,3.093548,2.651613,3.096774,2.777419,12495.24,12495.24,12287.18,3353.432,12495.24,4358.148,tiptoe,tiptoe_01_Xie.csv
5164,3.109677,3.087097,3.103226,2.687097,3.132258,2.764516,13397.96,11890.0,12931.8,3595.053,15311.92,4233.374,tiptoe,tiptoe_01_Xie.csv
5181,3.109677,3.164516,3.141935,2.716129,3.148387,2.8,13397.96,19152.84,16299.58,3814.586,17028.07,4592.0,tiptoe,tiptoe_01_Xie.csv
5198,3.103226,3.106452,3.087097,2.680645,3.103226,2.796774,12931.8,13161.0,11890.0,3549.063,12931.8,4557.308,tiptoe,tiptoe_01_Xie.csv
5215,3.077419,3.1,3.122581,2.703226,3.109677,2.748387,11337.39,12710.0,14431.99,3714.379,13397.96,4085.615,tiptoe,tiptoe_01_Xie.csv
5232,3.096774,3.087097,3.164516,2.732258,3.154839,2.741935,12495.24,11890.0,19152.84,3946.25,17821.32,4028.902,tiptoe,tiptoe_01_Xie.csv
5249,3.093548,3.103226,3.087097,2.722581,3.1,2.748387,12287.18,12931.8,11890.0,3866.369,12710.0,4085.615,tiptoe,tiptoe_01_Xie.csv
5266,3.129032,3.074193,3.116129,2.716129,3.119355,2.73871,15007.54,11163.71,13896.84,3814.586,14159.64,4001.035,tiptoe,tiptoe_01_Xie.csv
5284,3.106452,3.116129,3.087097,2.73871,3.112903,2.758065,13161.0,13896.84,11890.0,4001.035,13643.1,4173.214,tiptoe,tiptoe_01_Xie.csv
5301,3.093548,3.109677,3.090322,2.703226,3.112903,2.787097,12287.18,13397.96,12085.54,3714.379,13643.1,4455.849,tiptoe,tiptoe_01_Xie.csv
5318,3.109677,3.13871,3.106452,2.722581,3.16129,2.741935,13397.96,15957.19,13161.0,3866.369,18688.36,4028.902,tiptoe,tiptoe_01_Xie.csv
5336,3.129032,3.103226,3.135484,2.7,3.096774,2.777419,15007.54,12931.8,15628.23,3690.001,12495.24,4358.148,tiptoe,tiptoe_01_Xie.csv
5354,3.109677,3.109677,3.106452,2.748387,3.093548,2.816129,13397.96,13397.96,13161.0,4085.615,12287.18,4772.4,tiptoe,tiptoe_01_Xie.csv
5371,3.129032,3.096774,3.083871,2.745161,3.154839,2.764516,15007.54,12495.24,11700.3,4057.093,17821.32,4233.374,tiptoe,tiptoe_01_Xie.csv
5388,3.158064,3.164516,3.116129,2.725806,3.112903,2.796774,18244.99,19152.84,13896.84,3892.697,13643.1,4557.308,tiptoe,tiptoe_01_Xie.csv
5405,3.103226,3.083871,3.093548,2.76129,3.154839,2.745161,12931.8,11700.3,12287.18,4203.114,17821.32,4057.093,tiptoe,tiptoe_01_Xie.csv
5423,3.087097,3.151613,3.132258,2.716129,3.132258,2.822581,11890.0,17416.07,15311.92,3814.586,15311.92,4847.973,tiptoe,tiptoe_01_Xie.csv
5441,3.106452,3.083871,3.096774,2.703226,3.148387,2.809677,13161.0,11700.3,12495.24,3714.379,17028.07,4698.815,tiptoe,tiptoe_01_Xie.csv
5458,3.141935,3.16129,3.083871,2.703226,3.119355,2.758065,16299.58,18688.36,11700.3,3714.379,14159.64,4173.214,tiptoe,tiptoe_01_Xie.csv
5475,3.103226,3.112903,3.170968,2.745161,3.096774,2.812903,12931.8,13643.1,20151.48,4057.093,12495.24,4735.364,tiptoe,tiptoe_01_Xie.csv
5492,3.096774,3.154839,3.132258,2.722581,3.122581,2.790323,12495.24,17821.32,15311.92,3866.369,14431.99,4489.241,tiptoe,tiptoe_01_Xie.csv
5510,3.125806,3.083871,3.116129,2.748387,3.109677,2.787097,14714.44,11700.3,13896.84,4085.615,13397.96,4455.849,tiptoe,tiptoe_01_Xie.csv
5527,3.093548,3.090322,3.096774,2.751613,3.093548,2.76129,12287.18,12085.54,12495.24,4114.471,12287.18,4203.114,tiptoe,tiptoe_01_Xie.csv
5545,3.103226,3.112903,3.096774,2.770968,3.1,2.8,12931.8,13643.1,12495.24,4295.0,12710.0,4592.0,tiptoe,tiptoe_01_Xie.csv
5562,3.093548,3.087097,3.122581,2.745161,3.158064,2.754839,12287.18,11890.0,14431.99,4057.093,18244.99,4143.669,tiptoe,tiptoe_01_Xie.csv
5579,3.125806,3.13871,3.106452,2.706452,3.096774,2.803226,14714.44,15957.19,13161.0,3739.022,12495.24,4627.143,tiptoe,tiptoe_01_Xie.csv
5596,3.103226,3.090322,3.103226,2.712903,3.145161,2.754839,12931.8,12085.54,12931.8,3789.121,16656.24,4143.669,tiptoe,tiptoe_01_Xie.csv
5613,3.16129,3.083871,3.135484,2.716129,3.119355,2.8,18688.36,11700.3,15628.23,3814.586,14159.64,4592.0,tiptoe,tiptoe_01_Xie.csv
5631,3.090322,3.1,3.145161,2.7,3.096774,2.751613,12085.54,12710.0,16656.24,3690.001,12495.24,4114.471,tiptoe,tiptoe_01_Xie.csv
5648,3.1,3.1,3.093548,2.754839,3.106452,2.793548,12710.0,12710.0,12287.18,4143.669,13161.0,4523.057,tiptoe,tiptoe_01_Xie.csv
